Output for File: data/Communities and Crime Normalized/communities.data
Correlation Matrix:

        x0    x1    x2    x3    x4    x5    x6    x7    x8    x9    x10   x11   x12   x13   x14   x15   x16   x17   x18   x19   x20   x21   x22   x23   x24   x25   x26   x27   x28   x29   x30   x31   x32   x33   x34   x35   x36   x37   x38   x39   x40   x41   x42   x43   x44   x45   x46   x47   x48   x49   x50   x51   x52   x53   x54   x55   x56   x57   x58   x59   x60   x61   x62   x63   x64   x65   x66   x67   x68   x69   x70   x71   x72   x73   x74   x75   x76   x77   x78   x79   x80   x81   x82   x83   x84   x85   x86   x87   x88   x89   x90   x91   x92   x93   x94   x95   x96   x97   x98   x99   x100  x101  x102  x103  x104  x105  x106  x107  x108  x109  x110  x111  x112  x113  x114  x115  x116  x117  x118  x119  x120  x121  x122  x123  x124  x125  x126  x127  
x91:  -0.29 -0.06 -0.13  0.02  0.01  0.13  0.13  0.19 -0.34  0.18  0.29  0.27  0.27  0.34  0.07  0.12 -0.02 -0.23 -0.26 -0.08 -0.26  0.10  0.39  0.00 -0.20 -0.20 -0.15 -0.15 -0.04 -0.14 -0.07 -0.18  0.19  0.45  0.21  0.22 -0.05  0.41 -0.39 -0.27  0.18  0.00 -0.13  0.10  0.43  0.16  0.13  0.09 -0.36 -0.37 -0.33 -0.34 -0.19 -0.21  0.16  0.36  0.19  0.23  0.25  0.24  0.24  0.34  0.34  0.33  0.32 -0.29  0.30  0.29  0.25  0.02 -0.07  0.22 -0.33  0.37  0.34 -0.30  0.16 -0.22 -0.28  0.17 -0.04 -0.02  0.18  0.19  0.07  0.08  0.09  0.05  0.07  0.10  0.06  1.00  0.36  0.10  0.13  0.13  0.30 -0.22 -0.25 -0.20 -0.10  0.08  0.11  0.13  0.11  0.10  0.13  0.15  0.11  0.11  0.10  0.13  0.13  0.13  0.16  0.09  0.13  0.14  0.03  0.22  0.10  0.09  0.10  0.12  0.12  0.14  0.12  0.18 
x92:  -0.36 -0.08  0.05  0.07  0.04  0.08  0.25 -0.07 -0.17  0.40  0.34 -0.17 -0.02 -0.10 -0.22  0.10  0.23  0.38  0.27 -0.13  0.07 -0.28 -0.08 -0.19  0.33  0.29  0.31  0.30  0.17  0.11  0.19  0.20  0.02 -0.24 -0.08 -0.12  0.16 -0.07  0.28 -0.17 -0.16 -0.25  0.15 -0.12  0.14 -0.04 -0.09  0.27  0.14  0.11  0.18  0.07 -0.16 -0.13  0.04  0.04  0.25 -0.01  0.03  0.07  0.10  0.46  0.48  0.50  0.50 -0.45  0.40  0.29  0.29  0.30  0.28  0.28 -0.04  0.32  0.10 -0.07  0.07 -0.05 -0.02 -0.13 -0.25  0.21 -0.29 -0.02  0.60  0.60  0.58  0.62  0.63  0.64  0.62  0.36  1.00  0.18  0.06  0.13  0.56 -0.45 -0.18 -0.20 -0.22  0.03  0.05  0.08  0.06  0.05  0.07  0.10  0.05  0.07  0.06  0.02  0.13  0.14  0.08  0.04  0.08  0.09  0.04  0.30  0.25  0.03  0.05  0.08  0.05  0.08  0.09  0.05 
x93:   0.20  0.03  0.35  0.02  0.01 -0.04 -0.10  0.22 -0.06 -0.23 -0.11 -0.12 -0.09 -0.08  0.20 -0.04 -0.03 -0.03 -0.16 -0.16 -0.06  0.25  0.10  0.03 -0.02 -0.01  0.01  0.00  0.00  0.03  0.02  0.02  0.00  0.05  0.16  0.20 -0.10  0.18 -0.10  0.04  0.03  0.10 -0.09 -0.05  0.12 -0.11 -0.07  0.01 -0.14 -0.14 -0.14 -0.14 -0.06 -0.01  0.06  0.20 -0.07 -0.09 -0.09 -0.11 -0.12 -0.08 -0.08 -0.08 -0.08  0.00 -0.04 -0.03 -0.06 -0.08 -0.02 -0.13 -0.01 -0.15  0.05  0.00  0.02 -0.15 -0.03  0.19  0.36 -0.36  0.09  0.17 -0.01 -0.02 -0.03 -0.04  0.02  0.04  0.05  0.10  0.18  1.00  0.03 -0.04 -0.03  0.20  0.35  0.23  0.19  0.02  0.10  0.07  0.11  0.01  0.06  0.01  0.10  0.04  0.07  0.09 -0.02 -0.11  0.05  0.03  0.05  0.02 -0.03  0.13  0.31 -0.01  0.01  0.06 -0.03  0.06  0.06  0.03 
x94:  -0.06  0.03 -0.03 -0.03 -0.01  0.82 -0.08  0.23 -0.28  0.13  0.11 -0.01  0.10  0.07 -0.03  0.81  0.16 -0.12 -0.07 -0.10 -0.14 -0.04  0.21 -0.07 -0.12 -0.06  0.04 -0.08 -0.04 -0.08 -0.06 -0.09  0.82  0.18  0.07  0.09 -0.01  0.17 -0.06 -0.11  0.07  0.00 -0.03  0.24  0.28  0.24  0.24  0.04 -0.31 -0.31 -0.27 -0.30 -0.05 -0.09  0.82  0.35  0.68  0.13  0.15  0.16  0.18  0.18  0.18  0.18  0.18 -0.13  0.16  0.17  0.09 -0.09 -0.06 -0.01 -0.27  0.17  0.24 -0.22  0.75 -0.09 -0.27  0.32 -0.03 -0.14  0.10  0.16 -0.02  0.00  0.02 -0.04 -0.03 -0.01 -0.05  0.13  0.06  0.03  1.00  0.72  0.14 -0.09 -0.08  0.01 -0.07  0.76  0.39  0.37  0.42  0.72  0.42  0.44  0.39  0.41  0.39  0.44  0.33  0.33  0.48  0.70  0.53  0.44  0.53  0.24  0.33  0.75  0.78  0.44  0.35  0.36  0.38  0.17 
x95:  -0.12  0.00 -0.08 -0.03 -0.02  0.65 -0.04  0.17 -0.24  0.17  0.16 -0.02  0.07  0.04 -0.04  0.65  0.13 -0.08 -0.05 -0.09 -0.12 -0.06  0.17 -0.07 -0.09 -0.03  0.04 -0.04 -0.01 -0.04 -0.04 -0.07  0.64  0.13  0.07  0.08 -0.01  0.14 -0.04 -0.10  0.00  0.00 -0.03  0.21  0.21  0.22  0.22  0.06 -0.23 -0.23 -0.18 -0.21 -0.04 -0.09  0.63  0.27  0.66  0.10  0.12  0.14  0.17  0.22  0.23  0.23  0.24 -0.18  0.21  0.18  0.12 -0.04 -0.03  0.03 -0.24  0.22  0.23 -0.19  0.60 -0.08 -0.23  0.22 -0.07 -0.05  0.07  0.15  0.04  0.06  0.08  0.01  0.02  0.03  0.00  0.13  0.13 -0.04  0.72  1.00  0.20 -0.15 -0.10 -0.02 -0.08  0.62  0.29  0.28  0.31  0.65  0.37  0.39  0.29  0.31  0.28  0.34  0.34  0.38  0.42  0.61  0.40  0.34  0.43  0.24  0.24  0.61  0.68  0.34  0.29  0.31  0.32  0.15 
x96:  -0.36 -0.12 -0.06  0.03  0.00  0.17  0.31 -0.10 -0.37  0.66  0.68 -0.07  0.08  0.01 -0.14  0.20  0.29  0.23  0.15 -0.13 -0.04 -0.20  0.13 -0.21  0.20  0.19  0.23  0.23  0.10  0.08  0.12  0.09  0.14 -0.03  0.23  0.14  0.09  0.13  0.06 -0.07 -0.14 -0.09  0.06 -0.12  0.28  0.00 -0.06  0.40  0.03 -0.01  0.08  0.02 -0.27 -0.34  0.13  0.13  0.50  0.14  0.20  0.24  0.29  0.91  0.93  0.95  0.96 -0.88  0.85  0.55  0.53  0.35  0.34  0.40 -0.26  0.69  0.31 -0.27  0.08  0.11 -0.23 -0.05 -0.32 -0.03 -0.15  0.16  0.54  0.55  0.53  0.50  0.50  0.50  0.46  0.30  0.56 -0.03  0.14  0.20  1.00 -0.50 -0.07 -0.02 -0.14  0.11  0.13  0.19  0.14  0.14  0.14  0.18  0.13  0.18  0.15  0.05  0.31  0.25  0.21  0.13  0.18  0.23 -0.05  0.61  0.40  0.09  0.15  0.20  0.13  0.17  0.18  0.11 
x97:   0.34  0.11  0.22 -0.04 -0.03 -0.13 -0.05  0.09  0.11 -0.41 -0.26  0.08 -0.05 -0.01  0.15 -0.14 -0.23 -0.25 -0.20  0.08 -0.14  0.28  0.21  0.09 -0.24 -0.30 -0.32 -0.18 -0.13 -0.06 -0.15 -0.15 -0.06  0.15  0.23  0.27 -0.29  0.16 -0.18  0.34  0.05  0.38 -0.26 -0.05 -0.08 -0.12 -0.08  0.03 -0.08 -0.07 -0.14 -0.04  0.12  0.12 -0.04  0.04 -0.25 -0.17 -0.20 -0.23 -0.24 -0.49 -0.49 -0.49 -0.49  0.33 -0.30 -0.10 -0.09 -0.04  0.01 -0.17  0.16 -0.26 -0.21  0.18 -0.17  0.17  0.13  0.18  0.39 -0.35  0.20  0.12 -0.36 -0.38 -0.39 -0.45 -0.42 -0.42 -0.40 -0.22 -0.45  0.20 -0.09 -0.15 -0.50  1.00  0.47  0.51  0.76 -0.07 -0.13 -0.13 -0.14 -0.10 -0.15 -0.15 -0.13 -0.14 -0.12 -0.02 -0.16 -0.17 -0.10 -0.09 -0.13 -0.13 -0.07 -0.22 -0.18 -0.11 -0.10 -0.14 -0.14 -0.13 -0.17 -0.05 
x98:   0.15  0.04  0.40  0.01 -0.02 -0.12 -0.06 -0.05  0.17 -0.19 -0.17 -0.36 -0.56 -0.46  0.39 -0.11  0.10  0.25 -0.19 -0.14  0.25  0.44 -0.05  0.38  0.23  0.22  0.18  0.18  0.05  0.23  0.09  0.24 -0.12 -0.26  0.09  0.12 -0.08 -0.01 -0.10  0.26 -0.05  0.10  0.03 -0.30 -0.29 -0.38 -0.34  0.08  0.21  0.19  0.16  0.23 -0.10 -0.07 -0.05 -0.14 -0.10 -0.43 -0.47 -0.49 -0.51 -0.24 -0.23 -0.22 -0.21  0.05 -0.09 -0.05 -0.01  0.11  0.15 -0.18  0.54 -0.25 -0.37  0.31 -0.15  0.23  0.51  0.11  0.40 -0.50 -0.15  0.02  0.13  0.11  0.09  0.00  0.08  0.10  0.10 -0.25 -0.18  0.35 -0.08 -0.10 -0.07  0.47  1.00  0.80  0.67 -0.03 -0.04 -0.08 -0.04 -0.06 -0.08 -0.11 -0.04 -0.07 -0.08 -0.03 -0.06 -0.11 -0.05 -0.04 -0.09 -0.07 -0.12  0.02  0.19 -0.08 -0.05 -0.07 -0.12 -0.09 -0.07 -0.09 
x99:   0.06 -0.04  0.21 -0.02 -0.04  0.00 -0.10  0.06 -0.02 -0.19  0.01 -0.36 -0.51 -0.48  0.37  0.01  0.07 -0.01 -0.30 -0.16 -0.05  0.43  0.22  0.26 -0.04 -0.02 -0.03  0.02 -0.02  0.13 -0.03  0.05  0.03 -0.05  0.30  0.36 -0.33  0.19 -0.18  0.38 -0.20  0.35 -0.22  0.04 -0.28 -0.01  0.02  0.15 -0.07 -0.09 -0.11 -0.02 -0.05 -0.08  0.08  0.08  0.00 -0.38 -0.39 -0.40 -0.38 -0.16 -0.14 -0.13 -0.11 -0.06  0.06  0.13  0.13  0.10  0.11 -0.04  0.28 -0.01 -0.13  0.14 -0.03  0.16  0.27  0.25  0.33 -0.48  0.07  0.15 -0.03 -0.05 -0.06 -0.14 -0.10 -0.10 -0.09 -0.20 -0.20  0.23  0.01 -0.02 -0.02  0.51  0.80  1.00  0.74  0.03  0.02  0.02  0.02  0.02  0.00  0.00  0.02  0.02  0.01  0.06  0.03 -0.04  0.06  0.02  0.02  0.04 -0.06  0.12  0.08  0.01  0.02  0.02 -0.01  0.01  0.00  0.03 
x100:  0.13  0.01  0.18 -0.02 -0.03 -0.09  0.00  0.00  0.03 -0.20  0.00 -0.15 -0.32 -0.27  0.26 -0.09 -0.07 -0.05 -0.24  0.01 -0.07  0.36  0.21  0.17 -0.07 -0.12 -0.14 -0.03 -0.03  0.07 -0.05 -0.03 -0.05  0.02  0.27  0.32 -0.33  0.19 -0.21  0.32 -0.12  0.34 -0.25 -0.03 -0.18 -0.08 -0.05  0.16 -0.02 -0.04 -0.06  0.03  0.00 -0.02 -0.02  0.00 -0.10 -0.33 -0.34 -0.34 -0.32 -0.26 -0.24 -0.22 -0.20  0.03 -0.02  0.09  0.10  0.11  0.13 -0.02  0.29 -0.04 -0.19  0.16 -0.14  0.21  0.28  0.19  0.32 -0.36  0.08  0.12 -0.09 -0.11 -0.13 -0.18 -0.14 -0.15 -0.13 -0.10 -0.22  0.19 -0.07 -0.08 -0.14  0.76  0.67  0.74  1.00 -0.05 -0.11 -0.10 -0.11 -0.07 -0.12 -0.11 -0.11 -0.11 -0.11 -0.02 -0.06 -0.09 -0.05 -0.07 -0.10 -0.07 -0.10 -0.01 -0.04 -0.09 -0.06 -0.10 -0.10 -0.11 -0.12 -0.03 
x101: -0.03  0.06 -0.02 -0.01 -0.02  0.78 -0.06  0.22 -0.23  0.06  0.10 -0.01  0.06  0.04 -0.02  0.77  0.12 -0.09 -0.05 -0.09 -0.11 -0.04  0.15 -0.05 -0.09 -0.04  0.05 -0.05 -0.02 -0.05 -0.03 -0.06  0.78  0.14  0.06  0.09 -0.01  0.13 -0.05 -0.09  0.04 -0.01 -0.02  0.17  0.20  0.17  0.17  0.05 -0.24 -0.24 -0.21 -0.24 -0.04 -0.08  0.82  0.31  0.66  0.08  0.09  0.11  0.12  0.13  0.13  0.14  0.14 -0.11  0.13  0.14  0.08 -0.06 -0.03 -0.01 -0.19  0.14  0.17 -0.14  0.71 -0.08 -0.19  0.28  0.00 -0.10  0.07  0.13 -0.03 -0.01  0.01 -0.04 -0.03 -0.02 -0.04  0.08  0.03  0.02  0.76  0.62  0.11 -0.07 -0.03  0.03 -0.05  1.00  0.47  0.28  0.49  0.89  0.47  0.38  0.47  0.39  0.32  0.47  0.33  0.21  0.49  0.92  0.49  0.37  0.52  0.22  0.27  0.83  0.97  0.38  0.29  0.32  0.44  0.11 
x102: -0.06  0.04  0.00 -0.01 -0.01  0.42 -0.13  0.27 -0.25  0.02  0.08 -0.04  0.05  0.04  0.05  0.43  0.21 -0.10 -0.11 -0.15 -0.12  0.03  0.16 -0.02 -0.09 -0.01  0.07 -0.09  0.01 -0.01 -0.01 -0.04  0.43  0.15  0.08  0.10 -0.01  0.14 -0.09 -0.09  0.05 -0.01 -0.02  0.22  0.22  0.21  0.22 -0.03 -0.32 -0.33 -0.28 -0.33 -0.04 -0.07  0.44  0.36  0.31  0.10  0.11  0.12  0.13  0.14  0.15  0.15  0.14 -0.12  0.12  0.10  0.03 -0.13 -0.10 -0.04 -0.25  0.11  0.24 -0.20  0.43 -0.14 -0.26  0.28  0.00 -0.15  0.11  0.11 -0.01  0.01  0.03 -0.04 -0.03 -0.01 -0.03  0.11  0.05  0.10  0.39  0.29  0.13 -0.13 -0.04  0.02 -0.11  0.47  1.00  0.75  0.98  0.46  0.85  0.60  1.00  0.72  0.73  0.57  0.36  0.23  0.58  0.54  0.73  0.58  0.22  0.23  0.26  0.57  0.47  0.68  0.50  0.72  0.94  0.15 
x103: -0.07  0.05 -0.02 -0.03 -0.03  0.50 -0.10  0.25 -0.27  0.11  0.13 -0.01  0.11  0.08 -0.02  0.51  0.29 -0.11 -0.05 -0.16 -0.14 -0.03  0.17 -0.07 -0.10 -0.03  0.04 -0.08  0.00 -0.05 -0.02 -0.06  0.47  0.16  0.07  0.09 -0.01  0.17 -0.05 -0.07  0.03 -0.01 -0.03  0.23  0.25  0.25  0.25  0.02 -0.30 -0.31 -0.26 -0.31 -0.03 -0.08  0.41  0.34  0.35  0.15  0.16  0.18  0.19  0.20  0.21  0.21  0.21 -0.17  0.18  0.13  0.07 -0.10 -0.06 -0.01 -0.28  0.16  0.26 -0.23  0.49 -0.11 -0.29  0.28 -0.05 -0.13  0.10  0.10  0.01  0.02  0.03 -0.02 -0.01  0.00 -0.02  0.13  0.08  0.07  0.37  0.28  0.19 -0.13 -0.08  0.02 -0.10  0.28  0.75  1.00  0.79  0.36  0.73  0.83  0.75  0.93  0.95  0.61  0.51  0.41  0.69  0.37  0.90  0.76  0.32  0.24  0.24  0.47  0.31  0.94  0.70  0.89  0.71  0.18 
x104: -0.06  0.05  0.00 -0.02 -0.02  0.45 -0.13  0.28 -0.26  0.03  0.09 -0.04  0.07  0.05  0.05  0.46  0.23 -0.11 -0.11 -0.15 -0.12  0.03  0.16 -0.03 -0.09 -0.01  0.07 -0.08  0.01 -0.01 -0.02 -0.04  0.45  0.15  0.08  0.11  0.00  0.14 -0.09 -0.09  0.05 -0.01 -0.02  0.22  0.24  0.22  0.23 -0.03 -0.33 -0.34 -0.29 -0.35 -0.04 -0.07  0.46  0.37  0.33  0.11  0.12  0.13  0.14  0.16  0.16  0.16  0.16 -0.13  0.14  0.10  0.03 -0.14 -0.11 -0.05 -0.27  0.12  0.25 -0.21  0.46 -0.15 -0.27  0.28  0.00 -0.16  0.11  0.12  0.00  0.01  0.03 -0.04 -0.02 -0.01 -0.03  0.11  0.06  0.11  0.42  0.31  0.14 -0.14 -0.04  0.02 -0.11  0.49  0.98  0.79  1.00  0.48  0.87  0.65  0.98  0.77  0.78  0.60  0.39  0.26  0.61  0.57  0.77  0.62  0.23  0.25  0.28  0.58  0.49  0.77  0.53  0.76  0.92  0.16 
x105: -0.05  0.09 -0.04  0.00 -0.01  0.81 -0.05  0.22 -0.24  0.09  0.12 -0.01  0.07  0.04 -0.04  0.80  0.14 -0.10 -0.04 -0.09 -0.13 -0.05  0.16 -0.07 -0.10 -0.05  0.03 -0.06 -0.02 -0.06 -0.04 -0.07  0.81  0.15  0.07  0.09 -0.02  0.14 -0.04 -0.09  0.02  0.00 -0.03  0.20  0.20  0.20  0.20  0.06 -0.24 -0.25 -0.21 -0.24 -0.04 -0.08  0.80  0.31  0.71  0.09  0.10  0.12  0.14  0.15  0.16  0.16  0.16 -0.13  0.16  0.15  0.09 -0.05 -0.02  0.01 -0.20  0.17  0.18 -0.16  0.75 -0.10 -0.20  0.29 -0.02 -0.08  0.08  0.13 -0.03 -0.02  0.00 -0.04 -0.03 -0.02 -0.04  0.10  0.05  0.01  0.72  0.65  0.14 -0.10 -0.06  0.02 -0.07  0.89  0.46  0.36  0.48  1.00  0.62  0.59  0.46  0.45  0.39  0.47  0.40  0.29  0.53  0.84  0.55  0.40  0.56  0.21  0.26  0.85  0.91  0.45  0.38  0.39  0.46  0.11 
x106: -0.08  0.07 -0.03 -0.02 -0.02  0.48 -0.11  0.27 -0.26  0.05  0.10 -0.03  0.07  0.05  0.03  0.49  0.21 -0.12 -0.10 -0.14 -0.14  0.01  0.18 -0.03 -0.11 -0.03  0.04 -0.08  0.00 -0.04 -0.03 -0.06  0.49  0.17  0.08  0.10 -0.01  0.15 -0.08 -0.10  0.03  0.00 -0.03  0.25  0.22  0.25  0.25 -0.02 -0.32 -0.33 -0.29 -0.33 -0.02 -0.07  0.48  0.36  0.39  0.10  0.12  0.14  0.14  0.15  0.16  0.16  0.16 -0.13  0.14  0.12  0.05 -0.12 -0.10 -0.02 -0.26  0.14  0.24 -0.21  0.50 -0.16 -0.26  0.29 -0.02 -0.12  0.11  0.12 -0.02  0.00  0.02 -0.04 -0.03 -0.02 -0.04  0.13  0.07  0.06  0.42  0.37  0.14 -0.15 -0.08  0.00 -0.12  0.47  0.85  0.73  0.87  0.62  1.00  0.83  0.85  0.71  0.71  0.57  0.41  0.33  0.60  0.56  0.74  0.58  0.28  0.23  0.24  0.61  0.50  0.72  0.56  0.73  0.83  0.15 
x107: -0.09  0.08 -0.05 -0.03 -0.03  0.57 -0.07  0.23 -0.27  0.14  0.15  0.00  0.12  0.08 -0.05  0.58  0.25 -0.11 -0.04 -0.14 -0.15 -0.07  0.18 -0.07 -0.11 -0.05  0.02 -0.07 -0.02 -0.07 -0.03 -0.08  0.55  0.17  0.07  0.08 -0.01  0.16 -0.03 -0.08  0.01  0.00 -0.04  0.24  0.23  0.27  0.26  0.04 -0.28 -0.29 -0.24 -0.28 -0.02 -0.07  0.48  0.32  0.46  0.13  0.15  0.17  0.19  0.20  0.20  0.21  0.21 -0.17  0.19  0.16  0.10 -0.06 -0.04  0.02 -0.26  0.20  0.24 -0.22  0.55 -0.11 -0.26  0.27 -0.07 -0.08  0.09  0.10  0.00  0.01  0.02 -0.02 -0.02  0.00 -0.03  0.15  0.10  0.01  0.44  0.39  0.18 -0.15 -0.11  0.00 -0.11  0.38  0.60  0.83  0.65  0.59  0.83  1.00  0.60  0.80  0.78  0.57  0.51  0.48  0.66  0.47  0.81  0.67  0.38  0.22  0.21  0.54  0.43  0.84  0.67  0.80  0.60  0.16 
x108: -0.06  0.04  0.00 -0.01 -0.01  0.42 -0.13  0.27 -0.25  0.02  0.08 -0.04  0.05  0.04  0.05  0.43  0.21 -0.10 -0.11 -0.15 -0.12  0.03  0.16 -0.02 -0.09 -0.01  0.07 -0.09  0.01 -0.01 -0.01 -0.04  0.43  0.15  0.08  0.10 -0.01  0.14 -0.09 -0.09  0.05 -0.01 -0.02  0.22  0.22  0.21  0.22 -0.03 -0.32 -0.33 -0.29 -0.33 -0.04 -0.07  0.44  0.36  0.31  0.10  0.11  0.12  0.13  0.14  0.15  0.15  0.14 -0.12  0.12  0.10  0.03 -0.13 -0.10 -0.04 -0.25  0.11  0.24 -0.20  0.43 -0.14 -0.26  0.28  0.00 -0.15  0.11  0.11 -0.01  0.01  0.03 -0.04 -0.03 -0.01 -0.03  0.11  0.05  0.10  0.39  0.29  0.13 -0.13 -0.04  0.02 -0.11  0.47  1.00  0.75  0.98  0.46  0.85  0.60  1.00  0.72  0.73  0.57  0.36  0.23  0.58  0.54  0.73  0.58  0.22  0.23  0.26  0.57  0.47  0.68  0.50  0.72  0.94  0.15 
x109: -0.06  0.02 -0.02 -0.02 -0.02  0.55 -0.12  0.15 -0.18  0.10  0.13 -0.03  0.09  0.06  0.00  0.57  0.27 -0.10 -0.05 -0.14 -0.10 -0.03  0.13 -0.05 -0.08 -0.01  0.05 -0.07 -0.01 -0.05 -0.02 -0.06  0.51  0.13  0.05  0.06  0.01  0.13 -0.03 -0.08  0.03 -0.03 -0.01  0.21  0.22  0.22  0.22 -0.02 -0.24 -0.24 -0.21 -0.25 -0.03 -0.07  0.42  0.25  0.41  0.12  0.13  0.14  0.15  0.19  0.19  0.19  0.19 -0.17  0.16  0.09  0.03 -0.12 -0.07 -0.05 -0.24  0.13  0.24 -0.22  0.54 -0.11 -0.26  0.24 -0.05 -0.12  0.06  0.07  0.01  0.02  0.04 -0.02 -0.01  0.00 -0.02  0.11  0.07  0.04  0.41  0.31  0.18 -0.14 -0.07  0.02 -0.11  0.39  0.72  0.93  0.77  0.45  0.71  0.80  0.72  1.00  0.92  0.52  0.56  0.39  0.66  0.45  0.88  0.72  0.37  0.21  0.21  0.53  0.42  0.90  0.66  0.83  0.68  0.14 
x110: -0.04  0.06  0.01 -0.03 -0.03  0.50 -0.14  0.19 -0.19  0.10  0.08 -0.04  0.10  0.06  0.00  0.51  0.27 -0.09 -0.05 -0.16 -0.10 -0.02  0.12 -0.05 -0.08 -0.01  0.04 -0.08 -0.01 -0.05 -0.02 -0.05  0.44  0.12  0.03  0.06  0.00  0.12 -0.02 -0.07  0.02 -0.02 -0.02  0.22  0.22  0.23  0.23 -0.03 -0.26 -0.26 -0.23 -0.27 -0.02 -0.05  0.40  0.28  0.33  0.14  0.15  0.17  0.17  0.17  0.17  0.18  0.17 -0.13  0.13  0.07  0.01 -0.14 -0.09 -0.06 -0.26  0.10  0.24 -0.22  0.49 -0.10 -0.27  0.24 -0.05 -0.14  0.07  0.06  0.01  0.01  0.02 -0.01 -0.01  0.00 -0.02  0.10  0.06  0.07  0.39  0.28  0.15 -0.12 -0.08  0.01 -0.11  0.32  0.73  0.95  0.78  0.39  0.71  0.78  0.73  0.92  1.00  0.48  0.35  0.34  0.50  0.41  0.88  0.71  0.33  0.22  0.22  0.48  0.35  0.91  0.65  0.85  0.68  0.14 
x111: -0.07  0.09 -0.04 -0.03 -0.02  0.53 -0.06  0.48 -0.43  0.01  0.04  0.04  0.11  0.08 -0.03  0.53  0.19 -0.15 -0.09 -0.15 -0.21 -0.02  0.25 -0.05 -0.15 -0.09  0.03 -0.10 -0.01 -0.06 -0.02 -0.05  0.58  0.24  0.09  0.14 -0.03  0.24 -0.11 -0.09  0.09  0.04 -0.05  0.25  0.27  0.27  0.26  0.07 -0.40 -0.41 -0.36 -0.40  0.00 -0.05  0.64  0.49  0.28  0.13  0.13  0.15  0.15  0.08  0.08  0.08  0.08 -0.05  0.08  0.17  0.10 -0.06 -0.04  0.02 -0.25  0.14  0.19 -0.15  0.53 -0.12 -0.25  0.42  0.06 -0.13  0.15  0.15 -0.08 -0.06 -0.04 -0.11 -0.09 -0.08 -0.09  0.13  0.02  0.09  0.44  0.34  0.05 -0.02 -0.03  0.06 -0.02  0.47  0.57  0.61  0.60  0.47  0.57  0.57  0.57  0.52  0.48  1.00  0.29  0.27  0.84  0.51  0.62  0.49  0.34  0.19  0.26  0.54  0.44  0.58  0.48  0.59  0.49  0.21 
x112: -0.08 -0.04 -0.07 -0.01 -0.01  0.46  0.07  0.07 -0.22  0.15  0.39  0.03  0.09  0.04 -0.07  0.46  0.16 -0.08 -0.01 -0.07 -0.15 -0.08  0.18 -0.11 -0.09 -0.06 -0.01 -0.03  0.00 -0.03 -0.04 -0.08  0.49  0.17  0.19  0.15 -0.04  0.18 -0.06 -0.04 -0.03  0.04 -0.05  0.11  0.17  0.16  0.14  0.17 -0.16 -0.18 -0.14 -0.16 -0.10 -0.16  0.37  0.21  0.57  0.06  0.07  0.09  0.13  0.29  0.30  0.30  0.31 -0.38  0.37  0.27  0.23  0.09  0.10  0.14 -0.21  0.34  0.21 -0.19  0.39 -0.06 -0.21  0.16 -0.07 -0.03  0.11  0.20  0.04  0.06  0.07  0.01  0.01  0.02  0.00  0.13  0.13 -0.02  0.33  0.34  0.31 -0.16 -0.06  0.03 -0.06  0.33  0.36  0.51  0.39  0.40  0.41  0.51  0.36  0.56  0.35  0.29  1.00  0.41  0.75  0.34  0.50  0.51  0.28  0.23  0.16  0.40  0.38  0.52  0.42  0.45  0.39  0.13 
x113: -0.14 -0.01 -0.10  0.01  0.01  0.34  0.00  0.08 -0.20  0.32  0.14 -0.02  0.06  0.03 -0.06  0.35  0.12  0.00  0.02 -0.07 -0.05 -0.10  0.10 -0.05  0.00  0.03  0.08  0.03  0.02 -0.01  0.01 -0.02  0.29  0.04  0.02  0.00  0.04  0.05  0.02 -0.05  0.00 -0.04  0.03  0.11  0.14  0.15  0.13  0.06 -0.10 -0.11 -0.06 -0.10 -0.04 -0.07  0.23  0.12  0.45  0.10  0.11  0.14  0.15  0.27  0.27  0.28  0.28 -0.19  0.22  0.16  0.12  0.01  0.01  0.06 -0.16  0.22  0.16 -0.13  0.25  0.02 -0.16  0.07 -0.13 -0.02 -0.03  0.07  0.13  0.15  0.16  0.10  0.10  0.10  0.08  0.13  0.14 -0.11  0.33  0.38  0.25 -0.17 -0.11 -0.04 -0.09  0.21  0.23  0.41  0.26  0.29  0.33  0.48  0.23  0.39  0.34  0.27  0.41  1.00  0.46  0.25  0.43  0.40  0.17  0.18  0.14  0.27  0.31  0.42  0.41  0.39  0.34  0.09 
