Output for File: data/1990 US Census/Dataset.data
Correlation Matrix:

        x0    x1    x2    x3    x4    x5    x6    x7    x8    x9    x10   x11   x12   x13   x14   x15   x16   x17   x18   x19   x20   x21   x22   x23   x24   x25   x26   x27   x28   x29   x30   x31   x32   x33   x34   x35   x36   x37   x38   x39   x40   x41   x42   x43   x44   x45   x46   x47   x48   x49   x50   x51   x52   x53   x54   x55   x56   x57   x58   x59   x60   x61   x62   x63   x64   x65   x66   x67   x68   x69   x70   x71   x72   x73   x74   x75   x76   x77   x78   x79   x80   x81   x82   x83   x84   x85   x86   x87   x88   x89   x90   x91   x92   x93   x94   x95   x96   x97   x98   x99   x100  x101  x102  x103  x104  x105  x106  x107  x108  x109  x110  x111  x112  x113  x114  x115  x116  x117  x118  x119  x120  x121  x122  x123  x124  x125  x126  x127  x128  x129  x130  x131  x132  x133  x134  x135  x136  x137  
x85:  -0.06  0.02 -0.02 -0.02 -0.02  0.00  0.00  0.00  0.00  0.11 -0.11 -0.48 -0.07  0.94 -0.02 -0.02 -0.02  0.32  0.09 -0.13 -0.15  0.14 -0.31  0.03 -0.03  0.00  0.13 -0.24  0.02 -0.12 -0.02  0.10 -0.12 -0.02 -0.10  0.10 -0.02  0.06  0.37  0.29  0.01 -0.29 -0.10 -0.50 -0.06  0.94 -0.02 -0.02 -0.02 -0.13  0.13  0.24 -0.24 -0.23  0.42 -0.10 -0.02 -0.02 -0.10  0.10 -0.10  0.10  0.00  0.00  0.00  0.00 -0.04 -0.13 -0.02  0.03  0.00  0.10 -0.02 -0.50 -0.06  0.94 -0.02 -0.02 -0.52 -0.06  0.91 -0.02 -0.01 -0.40 -0.07  1.00 -0.02 -0.02  0.02 -0.02 -0.11 -0.06  0.29 -0.29 -0.28 -0.31 -0.12 -0.42  0.42  0.34 -0.38  0.41 -0.21  0.26  0.32  0.22  0.34  0.07 -0.03 -0.06 -0.01 -0.08 -0.07 -0.06 -0.06 -0.08 -0.08  0.02 -0.08 -0.06 -0.06 -0.08 -0.09 -0.08 -0.08 -0.05  0.00 -0.04 -0.08  0.04 -0.08 -0.07 -0.08 -0.09 -0.03  0.01 -0.04 -0.06 
x86:  -0.08  0.00  0.07  0.07  0.07  0.00  0.00  0.00  0.00  0.08 -0.08 -0.19 -0.02 -0.02  0.90  0.08  0.10 -0.01  0.07  0.09 -0.11  0.15 -0.07  0.00 -0.08 -0.04  0.16 -0.02  0.00 -0.14  0.01 -0.02 -0.01  0.04 -0.11  0.05  0.17 -0.04  0.10  0.05  0.01 -0.01 -0.05 -0.18 -0.02 -0.02  0.91  0.07  0.09 -0.11  0.11  0.20 -0.20 -0.03  0.10 -0.11  0.17  0.07  0.07 -0.07 -0.12  0.12  0.00  0.00  0.00  0.00  0.09  0.03  0.01 -0.01  0.00 -0.09  0.03 -0.18 -0.02 -0.02  0.91  0.07 -0.18 -0.03 -0.02  0.85  0.06 -0.17 -0.02 -0.02  1.00  0.08 -0.09  0.09 -0.07 -0.06  0.08 -0.08 -0.02  0.03 -0.08 -0.11  0.11  0.13 -0.11  0.11 -0.04  0.05  0.14  0.07  0.13 -0.23 -0.05  0.23  0.10  0.31  0.31  0.32  0.31  0.32  0.30  0.25  0.30  0.32  0.31  0.31  0.30  0.28  0.29  0.30  0.02  0.31  0.28  0.23  0.34  0.28  0.28  0.28  0.11 -0.08  0.10 -0.09 
x87:  -0.04  0.02  0.06  0.06  0.05  0.00  0.00  0.00  0.00  0.13 -0.13 -0.26 -0.03 -0.02  0.09  0.95  0.80  0.20  0.14 -0.07 -0.15  0.07 -0.15  0.05 -0.09 -0.05  0.05 -0.10  0.12 -0.15 -0.02  0.09 -0.13  0.00 -0.16  0.14  0.03  0.06  0.31  0.23  0.04 -0.16 -0.14 -0.24 -0.02 -0.02  0.09  0.95  0.78 -0.12  0.12  0.17 -0.17 -0.12  0.34 -0.16  0.03  0.05  0.00  0.00 -0.15  0.15  0.00  0.00  0.00  0.00  0.08 -0.02 -0.02 -0.06  0.14  0.00 -0.03 -0.24 -0.02 -0.02  0.09  0.95 -0.20 -0.02 -0.02  0.10  0.87 -0.26 -0.02 -0.02  0.08  1.00 -0.78  0.78 -0.07 -0.10  0.22 -0.22 -0.21 -0.17 -0.15 -0.35  0.35  0.31 -0.26  0.28 -0.25  0.31  0.25  0.31  0.31 -0.07  0.01  0.08  0.03  0.06  0.06  0.06  0.05  0.06  0.08  0.11  0.08  0.14  0.06  0.08  0.06  0.06  0.07  0.07  0.02  0.07  0.11  0.14  0.11  0.21  0.15  0.08  0.05  0.00  0.04 -0.01 
x88:   0.03 -0.01 -0.06 -0.06 -0.06  0.00  0.00  0.00  0.00 -0.12  0.12  0.22  0.03  0.02 -0.10 -0.82 -0.99 -0.20 -0.15  0.05  0.17 -0.09  0.17 -0.06  0.10  0.05 -0.09  0.12 -0.13  0.17  0.00 -0.10  0.14  0.01  0.19 -0.16 -0.04 -0.08 -0.34 -0.26 -0.02  0.17  0.16  0.21  0.03  0.02 -0.10 -0.85 -1.00  0.14 -0.14 -0.17  0.17  0.13 -0.37  0.19 -0.04 -0.06  0.02 -0.02  0.14 -0.14  0.00  0.00  0.00  0.00 -0.06  0.04  0.01  0.04 -0.15  0.01  0.02  0.21  0.03  0.02 -0.10 -0.85  0.19  0.03  0.02 -0.10 -0.84  0.20  0.03  0.02 -0.09 -0.78  1.00 -1.00  0.09  0.09 -0.26  0.26  0.24  0.20  0.18  0.37 -0.37 -0.34  0.31 -0.33  0.24 -0.29 -0.29 -0.30 -0.34  0.08 -0.01 -0.09 -0.03 -0.06 -0.06 -0.07 -0.06 -0.06 -0.09 -0.12 -0.09 -0.16 -0.08 -0.11 -0.07 -0.07 -0.08 -0.09 -0.02 -0.08 -0.13 -0.15 -0.12 -0.20 -0.16 -0.09 -0.06  0.00 -0.05  0.00 
x89:  -0.03  0.01  0.06  0.06  0.06  0.00  0.00  0.00  0.00  0.12 -0.12 -0.22 -0.03 -0.02  0.10  0.82  0.99  0.20  0.15 -0.05 -0.17  0.09 -0.17  0.06 -0.10 -0.05  0.09 -0.12  0.13 -0.17  0.00  0.10 -0.14 -0.01 -0.19  0.16  0.04  0.08  0.34  0.26  0.02 -0.17 -0.16 -0.21 -0.03 -0.02  0.10  0.85  1.00 -0.14  0.14  0.17 -0.17 -0.13  0.37 -0.19  0.04  0.06 -0.02  0.02 -0.14  0.14  0.00  0.00  0.00  0.00  0.06 -0.04 -0.01 -0.04  0.15 -0.01 -0.02 -0.21 -0.03 -0.02  0.10  0.85 -0.19 -0.03 -0.02  0.10  0.84 -0.20 -0.03 -0.02  0.09  0.78 -1.00  1.00 -0.09 -0.09  0.26 -0.26 -0.24 -0.20 -0.18 -0.37  0.37  0.34 -0.31  0.33 -0.24  0.29  0.29  0.30  0.34 -0.08  0.01  0.09  0.03  0.06  0.06  0.07  0.06  0.06  0.09  0.12  0.09  0.16  0.08  0.11  0.07  0.07  0.08  0.09  0.02  0.08  0.13  0.15  0.12  0.20  0.16  0.09  0.06  0.00  0.05  0.00 
x90:   0.04 -0.02 -0.03 -0.04 -0.03  0.00  0.00  0.00  0.00 -0.40  0.40  0.08  0.04 -0.13 -0.10 -0.08 -0.09 -0.50 -0.31 -0.41  0.81 -0.10  0.25  0.04  0.52  0.04 -0.13 -0.01  0.01  0.70 -0.01 -0.25  0.41 -0.05  0.59 -0.49 -0.18 -0.23 -0.45 -0.68 -0.11  0.37  0.49  0.08  0.04 -0.13 -0.08 -0.09 -0.09  0.86 -0.86 -0.26  0.26 -0.25 -0.36  0.59 -0.18 -0.03 -0.22  0.22  0.13 -0.13  0.00  0.00  0.00  0.00 -0.12 -0.14 -0.05  0.11 -0.03  0.15  0.10  0.08  0.04 -0.13 -0.08 -0.09  0.15  0.04 -0.13 -0.07 -0.09  0.04  0.05 -0.11 -0.07 -0.07  0.09 -0.09  1.00  0.38  0.08 -0.08 -0.09 -0.01  0.00  0.37 -0.37 -0.57  0.48 -0.37  0.11 -0.14 -0.52 -0.25 -0.57  0.36 -0.26 -0.21  0.00 -0.16 -0.15 -0.14 -0.14 -0.14 -0.17 -0.18 -0.13 -0.18 -0.14 -0.15 -0.11 -0.31 -0.30 -0.30 -0.01 -0.30 -0.23 -0.23 -0.21 -0.23 -0.24 -0.21 -0.17  0.19 -0.12  0.20 
x91:   0.03  0.00 -0.02 -0.02 -0.02  0.00  0.00  0.00  0.00 -0.31  0.31  0.07  0.01 -0.07 -0.06 -0.10 -0.10 -0.29 -0.27 -0.23  0.52 -0.11  0.17 -0.01  0.37 -0.03 -0.12 -0.05 -0.01  0.53 -0.04 -0.14  0.22 -0.01  0.40 -0.30 -0.23 -0.12 -0.22 -0.36 -0.11  0.15  0.30  0.07  0.01 -0.07 -0.05 -0.10 -0.09  0.55 -0.55 -0.26  0.26 -0.17 -0.20  0.40 -0.23 -0.02  0.01 -0.01  0.01 -0.01  0.00  0.00  0.00  0.00 -0.04  0.00  0.02  0.00 -0.02  0.06  0.06  0.07  0.01 -0.07 -0.05 -0.10  0.07  0.01 -0.07 -0.04 -0.09  0.19  0.02 -0.06 -0.06 -0.10  0.09 -0.09  0.38  1.00  0.02 -0.02 -0.01  0.02  0.10  0.21 -0.21 -0.32  0.17 -0.17  0.41 -0.18 -0.24 -0.25 -0.32  0.15 -0.13 -0.07  0.00 -0.06 -0.06 -0.05 -0.05 -0.05 -0.05 -0.07 -0.03 -0.07 -0.05 -0.05 -0.02 -0.13 -0.11 -0.09  0.28 -0.10 -0.10 -0.13 -0.08 -0.13 -0.10 -0.04 -0.06  0.14 -0.05  0.14 
x92:  -0.17  0.00  0.06  0.06  0.07  0.00  0.00  0.00  0.00  0.04 -0.04 -0.35  0.09  0.33  0.08  0.24  0.27  0.06  0.09 -0.18  0.04  0.23 -0.39  0.24  0.13  0.36  0.16 -0.38  0.26  0.09  0.31 -0.33  0.40  0.09  0.35 -0.42  0.28 -0.37  0.05 -0.08  0.11 -0.38  0.41 -0.34  0.09  0.32  0.08  0.24  0.26  0.01 -0.01  0.37 -0.37 -0.53  0.07  0.35  0.28  0.07 -0.34  0.34 -0.50  0.50  0.00  0.00  0.00  0.00  0.20 -0.33 -0.13  0.16  0.06 -0.02 -0.01 -0.34  0.09  0.32  0.08  0.24 -0.32  0.07  0.32  0.07  0.22 -0.28  0.08  0.29  0.08  0.22 -0.26  0.26  0.08  0.02  1.00 -1.00 -0.89 -0.67 -0.60 -0.07  0.07 -0.09 -0.09  0.09 -0.02  0.04 -0.06 -0.03 -0.09  0.09  0.00 -0.08  0.01 -0.16 -0.15 -0.13 -0.14 -0.14 -0.12  0.01 -0.11 -0.04 -0.14 -0.11 -0.13 -0.16 -0.15 -0.13  0.00 -0.13  0.01  0.16  0.01  0.07  0.02 -0.04  0.08  0.03  0.01  0.02 
x93:   0.17  0.00 -0.06 -0.06 -0.07  0.00  0.00  0.00  0.00 -0.04  0.04  0.35 -0.09 -0.33 -0.08 -0.24 -0.27 -0.06 -0.09  0.18 -0.04 -0.23  0.39 -0.24 -0.13 -0.36 -0.16  0.38 -0.26 -0.09 -0.31  0.33 -0.40 -0.09 -0.35  0.42 -0.28  0.37 -0.05  0.08 -0.11  0.38 -0.41  0.34 -0.09 -0.32 -0.08 -0.24 -0.26 -0.01  0.01 -0.37  0.37  0.53 -0.07 -0.35 -0.28 -0.07  0.34 -0.34  0.50 -0.50  0.00  0.00  0.00  0.00 -0.20  0.33  0.13 -0.16 -0.06  0.02  0.01  0.34 -0.09 -0.32 -0.08 -0.24  0.32 -0.07 -0.32 -0.07 -0.22  0.28 -0.08 -0.29 -0.08 -0.22  0.26 -0.26 -0.08 -0.02 -1.00  1.00  0.89  0.67  0.60  0.07 -0.07  0.09  0.09 -0.09  0.02 -0.04  0.06  0.03  0.09 -0.09  0.00  0.08 -0.01  0.16  0.15  0.13  0.14  0.14  0.12 -0.01  0.11  0.04  0.14  0.11  0.13  0.16  0.15  0.13  0.00  0.13 -0.01 -0.16 -0.01 -0.07 -0.02  0.04 -0.08 -0.03 -0.01 -0.02 
x94:   0.19  0.01 -0.05 -0.04 -0.05  0.00  0.00  0.00  0.00 -0.03  0.03  0.35 -0.13 -0.31 -0.03 -0.24 -0.25 -0.09 -0.08  0.23 -0.07 -0.15  0.36 -0.24 -0.15 -0.37 -0.06  0.36 -0.26 -0.14 -0.30  0.26 -0.32 -0.05 -0.33  0.36 -0.17  0.29 -0.05  0.04 -0.11  0.38 -0.36  0.35 -0.13 -0.31 -0.04 -0.23 -0.24 -0.07  0.07 -0.27  0.27  0.45 -0.06 -0.33 -0.17 -0.05  0.33 -0.33  0.44 -0.44  0.00  0.00  0.00  0.00 -0.16  0.36  0.12 -0.10 -0.06 -0.09  0.04  0.35 -0.13 -0.31 -0.04 -0.23  0.34 -0.11 -0.30 -0.04 -0.21  0.28 -0.12 -0.28 -0.02 -0.21  0.24 -0.24 -0.09 -0.01 -0.89  0.89  1.00  0.86  0.55  0.06 -0.06  0.09  0.05 -0.04  0.06 -0.10  0.10 -0.06  0.09 -0.25 -0.02  0.22  0.02  0.37  0.36  0.34  0.36  0.35  0.28  0.10  0.30  0.17  0.35  0.30  0.33  0.31  0.31  0.30 -0.03  0.29  0.08 -0.08  0.11  0.02  0.10  0.18 -0.04 -0.06  0.03 -0.05 
x95:   0.22  0.02  0.02  0.03  0.02  0.00  0.00  0.00  0.00 -0.10  0.10  0.32 -0.09 -0.33  0.02 -0.19 -0.21 -0.16  0.00  0.23 -0.08  0.03  0.20 -0.15 -0.13 -0.28  0.14  0.17 -0.14 -0.12 -0.13  0.05 -0.10  0.02 -0.16  0.13  0.07  0.07 -0.10 -0.08 -0.09  0.26 -0.12  0.32 -0.09 -0.33  0.00 -0.19 -0.20 -0.11  0.11 -0.07  0.07  0.26 -0.14 -0.16  0.07  0.02  0.31 -0.31  0.17 -0.17  0.00  0.00  0.00  0.00  0.07  0.29  0.08 -0.09 -0.07 -0.22  0.02  0.32 -0.09 -0.33  0.00 -0.19  0.36 -0.09 -0.33 -0.01 -0.19  0.25 -0.08 -0.31  0.03 -0.17  0.20 -0.20 -0.01  0.02 -0.67  0.67  0.86  1.00  0.30  0.14 -0.14 -0.03  0.15 -0.05  0.17 -0.22  0.13 -0.22 -0.03 -0.39  0.09  0.33  0.05  0.45  0.44  0.43  0.44  0.44  0.35  0.19  0.40  0.26  0.44  0.39  0.42  0.38  0.39  0.38  0.01  0.37  0.23  0.09  0.27  0.18  0.25  0.31  0.08 -0.09  0.09 -0.04 
x96:   0.09 -0.01 -0.07 -0.07 -0.07  0.00  0.00  0.00  0.00  0.06 -0.06  0.20 -0.06 -0.14 -0.08 -0.16 -0.19  0.04 -0.05  0.04 -0.02 -0.20  0.24 -0.18 -0.07 -0.22 -0.20  0.29 -0.19 -0.07 -0.27  0.26 -0.29 -0.08 -0.24  0.31 -0.25  0.28  0.01  0.10 -0.07  0.22 -0.30  0.19 -0.06 -0.14 -0.08 -0.16 -0.18  0.02 -0.02 -0.28  0.28  0.32  0.03 -0.24 -0.25 -0.08  0.07 -0.07  0.35 -0.35  0.00  0.00  0.00  0.00 -0.27  0.17  0.08 -0.05 -0.01  0.14  0.02  0.19 -0.06 -0.14 -0.08 -0.16  0.17 -0.04 -0.14 -0.07 -0.14  0.30 -0.07 -0.12 -0.08 -0.15  0.18 -0.18  0.00  0.10 -0.60  0.60  0.55  0.30  1.00 -0.02  0.02  0.10  0.04 -0.05  0.10  0.19 -0.02  0.38  0.10  0.12 -0.13 -0.08 -0.02  0.00 -0.01 -0.02 -0.01 -0.01 -0.03 -0.12 -0.05 -0.09 -0.01 -0.04 -0.03  0.06  0.04  0.02  0.21  0.03 -0.16 -0.24 -0.16 -0.20 -0.17 -0.12 -0.16  0.04 -0.08  0.02 
x97:   0.05 -0.01 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 -0.23  0.23  0.50 -0.14 -0.44 -0.13 -0.36 -0.37 -0.70 -0.34  0.21  0.47 -0.13  0.45 -0.03  0.25  0.27 -0.15  0.28 -0.09  0.40  0.28 -0.40  0.53  0.05  0.50 -0.50  0.13 -0.36 -0.93 -0.74 -0.03  0.43  0.51  0.50 -0.15 -0.44 -0.13 -0.37 -0.37  0.36 -0.36 -0.17  0.17  0.26 -1.00  0.50  0.13  0.00 -0.09  0.09  0.01 -0.01  0.00  0.00  0.00  0.00  0.07  0.01 -0.05  0.09 -0.11 -0.10  0.08  0.50 -0.15 -0.44 -0.13 -0.37  0.52 -0.16 -0.45 -0.14 -0.37  0.41 -0.13 -0.42 -0.11 -0.35  0.37 -0.37  0.37  0.21 -0.07  0.07  0.06  0.14 -0.02  1.00 -1.00 -0.90  0.87 -0.92  0.54 -0.66 -0.81 -0.61 -0.90  0.00  0.00 -0.01  0.00  0.00  0.00  0.01  0.01  0.02 -0.01 -0.05  0.01 -0.05  0.00  0.00  0.04 -0.02 -0.03 -0.05  0.00 -0.05  0.00 -0.03  0.01 -0.04 -0.02  0.04  0.03  0.02  0.02  0.08 
x98:  -0.05  0.01  0.01  0.00  0.00  0.00  0.00  0.00  0.00  0.23 -0.23 -0.50  0.14  0.44  0.13  0.36  0.37  0.70  0.34 -0.21 -0.47  0.13 -0.45  0.03 -0.25 -0.27  0.15 -0.28  0.09 -0.40 -0.28  0.40 -0.53 -0.05 -0.50  0.50 -0.13  0.36  0.93  0.74  0.03 -0.43 -0.51 -0.50  0.15  0.44  0.13  0.37  0.37 -0.36  0.36  0.17 -0.17 -0.26  1.00 -0.50 -0.13  0.00  0.09 -0.09 -0.01  0.01  0.00  0.00  0.00  0.00 -0.07 -0.01  0.05 -0.09  0.11  0.10 -0.08 -0.50  0.15  0.44  0.13  0.37 -0.52  0.16  0.45  0.14  0.37 -0.41  0.13  0.42  0.11  0.35 -0.37  0.37 -0.37 -0.21  0.07 -0.07 -0.06 -0.14  0.02 -1.00  1.00  0.90 -0.87  0.92 -0.54  0.66  0.81  0.61  0.90  0.00  0.00  0.01  0.00  0.00  0.00 -0.01 -0.01 -0.02  0.01  0.05 -0.01  0.05  0.00  0.00 -0.04  0.02  0.03  0.05  0.00  0.05  0.00  0.03 -0.01  0.04  0.02 -0.04 -0.03 -0.02 -0.02 -0.08 
x99:  -0.04  0.03  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.30 -0.30 -0.42  0.11  0.36  0.15  0.32  0.34  0.70  0.39 -0.02 -0.65  0.09 -0.36 -0.01 -0.40 -0.31  0.14 -0.14  0.07 -0.59 -0.27  0.53 -0.73 -0.05 -0.77  0.75 -0.11  0.50  0.91  0.88  0.04 -0.34 -0.75 -0.43  0.12  0.36  0.15  0.34  0.34 -0.57  0.57  0.17 -0.17  0.10  0.90 -0.77 -0.11 -0.01  0.20 -0.20  0.04 -0.04  0.00  0.00  0.00  0.00 -0.06  0.08  0.08 -0.12  0.09  0.04 -0.07 -0.43  0.12  0.36  0.15  0.34 -0.45  0.14  0.36  0.16  0.34 -0.35  0.10  0.34  0.13  0.31 -0.34  0.34 -0.57 -0.32 -0.09  0.09  0.09 -0.03  0.10 -0.90  0.90  1.00 -0.79  0.83 -0.48  0.59  0.90  0.67  1.00 -0.15  0.09  0.10  0.00  0.11  0.10  0.09  0.09  0.08  0.11  0.11  0.07  0.12  0.10  0.10  0.05  0.15  0.16  0.17  0.01  0.18  0.08  0.08  0.07  0.11  0.10  0.06  0.02 -0.08  0.03 -0.14 
x100:  0.04 -0.02 -0.01 -0.01 -0.01  0.00  0.00  0.00  0.00 -0.23  0.23  0.42 -0.09 -0.41 -0.12 -0.28 -0.30 -0.61 -0.31  0.15  0.44 -0.16  0.41  0.00  0.25  0.24 -0.18  0.25 -0.05  0.38  0.25 -0.31  0.45  0.00  0.44 -0.43  0.07 -0.28 -0.82 -0.66 -0.03  0.41  0.43  0.43 -0.10 -0.41 -0.13 -0.30 -0.31  0.37 -0.37 -0.17  0.17  0.24 -0.87  0.44  0.07 -0.01 -0.10  0.10  0.08 -0.08  0.00  0.00  0.00  0.00  0.01  0.02 -0.04  0.08 -0.09 -0.05  0.07  0.43 -0.10 -0.41 -0.13 -0.30  0.51 -0.12 -0.42 -0.13 -0.29  0.33 -0.08 -0.38 -0.11 -0.26  0.31 -0.31  0.48  0.17 -0.09  0.09  0.05  0.15  0.04  0.87 -0.87 -0.79  1.00 -0.91  0.34 -0.42 -0.73 -0.42 -0.79  0.08 -0.03 -0.04  0.00 -0.03 -0.02 -0.01 -0.02 -0.01 -0.03 -0.06 -0.02 -0.07 -0.02 -0.03  0.01 -0.06 -0.07 -0.08  0.01 -0.09 -0.03 -0.06 -0.03 -0.07 -0.05 -0.01  0.00  0.03  0.00  0.09 
x101: -0.04  0.02  0.02  0.01  0.01  0.00  0.00  0.00  0.00  0.21 -0.21 -0.45  0.10  0.44  0.13  0.30  0.32  0.63  0.32 -0.17 -0.45  0.17 -0.44  0.01 -0.24 -0.26  0.20 -0.28  0.06 -0.38 -0.25  0.34 -0.46 -0.04 -0.44  0.43 -0.07  0.31  0.87  0.67  0.02 -0.42 -0.44 -0.46  0.11  0.44  0.13  0.32  0.33 -0.37  0.37  0.19 -0.19 -0.28  0.93 -0.44 -0.07  0.01  0.12 -0.12 -0.02  0.02  0.00  0.00  0.00  0.00 -0.01  0.00  0.05 -0.09  0.08  0.05 -0.08 -0.46  0.11  0.44  0.13  0.32 -0.48  0.13  0.45  0.14  0.32 -0.35  0.08  0.41  0.11  0.28 -0.33  0.33 -0.37 -0.17  0.09 -0.09 -0.04 -0.05 -0.05 -0.92  0.92  0.83 -0.91  1.00 -0.36  0.44  0.88  0.43  0.83 -0.06  0.05  0.05  0.00  0.04  0.04  0.03  0.03  0.02  0.04  0.07  0.03  0.08  0.04  0.04  0.00  0.06  0.07  0.09  0.01  0.09  0.03  0.07  0.04  0.07  0.06  0.02  0.01 -0.03  0.00 -0.08 
x102:  0.05  0.01  0.01  0.01  0.02  0.00  0.00  0.00  0.00 -0.13  0.13  0.29 -0.12 -0.20 -0.04 -0.25 -0.24 -0.38 -0.14  0.15  0.20  0.03  0.17 -0.05  0.11  0.12  0.02  0.07 -0.06  0.20  0.19 -0.27  0.33  0.06  0.31 -0.33  0.14 -0.25 -0.47 -0.39  0.00  0.15  0.33  0.29 -0.12 -0.20 -0.05 -0.25 -0.24  0.13 -0.13 -0.04  0.04  0.07 -0.54  0.31  0.14  0.02  0.06 -0.06 -0.09  0.09  0.00  0.00  0.00  0.00  0.14  0.03 -0.01  0.03 -0.08 -0.12  0.04  0.29 -0.12 -0.20 -0.05 -0.25  0.29 -0.12 -0.20 -0.05 -0.24  0.44 -0.11 -0.21 -0.04 -0.25  0.24 -0.24  0.11  0.41 -0.02  0.02  0.06  0.17  0.10  0.54 -0.54 -0.48  0.34 -0.36  1.00 -0.79 -0.31 -0.50 -0.48 -0.12  0.10  0.07  0.01  0.07  0.08  0.08  0.08  0.08  0.07  0.05  0.10  0.05  0.08  0.09  0.11  0.12  0.12  0.12  0.37  0.11  0.08  0.06  0.10  0.06  0.09  0.14  0.11  0.01  0.06  0.05 
x103: -0.06  0.00 -0.01 -0.01 -0.01  0.00  0.00  0.00  0.00  0.14 -0.14 -0.37  0.16  0.24  0.06  0.31  0.30  0.48  0.22 -0.20 -0.27  0.00 -0.27  0.07 -0.12 -0.14  0.02 -0.17  0.12 -0.23 -0.17  0.30 -0.39 -0.05 -0.34  0.37 -0.15  0.27  0.59  0.49  0.02 -0.25 -0.37 -0.36  0.16  0.24  0.07  0.31  0.29 -0.17  0.17  0.08 -0.08 -0.13  0.66 -0.34 -0.15 -0.02  0.00  0.00  0.01 -0.01  0.00  0.00  0.00  0.00 -0.11 -0.02  0.02 -0.06  0.10  0.14 -0.05 -0.36  0.16  0.24  0.07  0.31 -0.36  0.17  0.24  0.07  0.30 -0.32  0.16  0.26  0.05  0.31 -0.29  0.29 -0.14 -0.18  0.04 -0.04 -0.10 -0.22  0.19 -0.66  0.66  0.59 -0.42  0.44 -0.79  1.00  0.39  0.81  0.59  0.12 -0.07 -0.08 -0.01 -0.09 -0.09 -0.09 -0.09 -0.10 -0.06 -0.03 -0.09 -0.03 -0.09 -0.08 -0.11 -0.06 -0.07 -0.06  0.06 -0.05 -0.06 -0.04 -0.09 -0.04 -0.07 -0.11 -0.07  0.02 -0.05 -0.02 
x104: -0.02  0.03  0.03  0.03  0.02  0.00  0.00  0.00  0.00  0.25 -0.25 -0.37  0.07  0.35  0.16  0.26  0.28  0.61  0.38  0.03 -0.63  0.16 -0.37 -0.02 -0.38 -0.30  0.23 -0.18  0.05 -0.55 -0.22  0.45 -0.61 -0.05 -0.65  0.61 -0.03  0.41  0.85  0.77  0.03 -0.35 -0.62 -0.38  0.08  0.36  0.16  0.28  0.29 -0.57  0.57  0.21 -0.21  0.02  0.81 -0.65 -0.03  0.02  0.25 -0.25  0.01 -0.01  0.00  0.00  0.00  0.00  0.05  0.09  0.08 -0.13  0.05 -0.03 -0.09 -0.38  0.08  0.36  0.16  0.28 -0.38  0.10  0.37  0.16  0.29 -0.29  0.06  0.32  0.14  0.25 -0.29  0.29 -0.52 -0.24 -0.06  0.06  0.10  0.13 -0.02 -0.81  0.81  0.90 -0.73  0.88 -0.31  0.39  1.00  0.43  0.90 -0.23  0.16  0.17  0.01  0.17  0.16  0.15  0.15  0.14  0.16  0.16  0.14  0.17  0.16  0.16  0.11  0.21  0.22  0.24  0.03  0.24  0.15  0.14  0.14  0.17  0.17  0.14  0.08 -0.10  0.06 -0.14 
x105: -0.06  0.01 -0.01 -0.02 -0.02  0.00  0.00  0.00  0.00  0.20 -0.20 -0.35  0.17  0.21  0.07  0.31  0.30  0.51  0.28 -0.10 -0.40 -0.01 -0.26  0.06 -0.22 -0.14  0.01 -0.11  0.14 -0.35 -0.14  0.40 -0.52 -0.06 -0.53  0.53 -0.13  0.36  0.60  0.61  0.06 -0.22 -0.54 -0.35  0.17  0.21  0.08  0.31  0.30 -0.31  0.31  0.11 -0.11  0.09  0.61 -0.53 -0.13 -0.02  0.04 -0.04  0.02 -0.02  0.00  0.00  0.00  0.00 -0.11  0.01  0.04 -0.07  0.09  0.13 -0.03 -0.35  0.17  0.21  0.08  0.31 -0.35  0.17  0.20  0.09  0.30 -0.24  0.16  0.22  0.07  0.31 -0.30  0.30 -0.25 -0.25 -0.03  0.03 -0.06 -0.22  0.38 -0.61  0.61  0.67 -0.42  0.43 -0.50  0.81  0.43  1.00  0.67  0.06 -0.02 -0.05 -0.01 -0.06 -0.06 -0.06 -0.06 -0.07 -0.02  0.00 -0.07 -0.01 -0.06 -0.05 -0.08  0.02  0.02  0.02  0.20  0.03 -0.03 -0.02 -0.06 -0.01 -0.03 -0.07 -0.05 -0.01 -0.03 -0.05 
