Output for File: data/Communities and Crime Unnormalized/CommViolPredUnnormalizedData.txt
Correlation Matrix:

        x0    x1    x2    x3    x4    x5    x6    x7    x8    x9    x10   x11   x12   x13   x14   x15   x16   x17   x18   x19   x20   x21   x22   x23   x24   x25   x26   x27   x28   x29   x30   x31   x32   x33   x34   x35   x36   x37   x38   x39   x40   x41   x42   x43   x44   x45   x46   x47   x48   x49   x50   x51   x52   x53   x54   x55   x56   x57   x58   x59   x60   x61   x62   x63   x64   x65   x66   x67   x68   x69   x70   x71   x72   x73   x74   x75   x76   x77   x78   x79   x80   x81   x82   x83   x84   x85   x86   x87   x88   x89   x90   x91   x92   x93   x94   x95   x96   x97   x98   x99   x100  x101  x102  x103  x104  x105  x106  x107  x108  x109  x110  x111  x112  x113  x114  x115  x116  x117  x118  x119  x120  x121  x122  x123  x124  x125  x126  x127  x128  x129  x130  x131  x132  x133  x134  x135  x136  x137  x138  x139  x140  x141  x142  x143  x144  x145  x146  
x85:   0.04 -0.30 -0.10  0.10  0.02  0.02  0.10 -0.25  0.07  0.51  0.06 -0.20 -0.17 -0.14 -0.11  0.03  0.30  0.78  0.34 -0.08  0.54 -0.26 -0.37 -0.08  0.80  0.80  0.79  0.43  0.19  0.35  0.29  0.50 -0.03 -0.49 -0.33 -0.45  0.62 -0.40  0.37 -0.13  0.10 -0.52  0.63 -0.36  0.07 -0.29 -0.33  0.04  0.42  0.41  0.45  0.33 -0.22 -0.18 -0.01 -0.24  0.07 -0.01  0.00  0.03  0.02  0.41  0.40  0.42  0.40 -0.26  0.17  0.00  0.02  0.14  0.17 -0.02  0.19  0.03 -0.18  0.13 -0.03  0.19  0.17 -0.25 -0.25  0.00 -0.53 -0.21  0.99  1.00  0.98  0.80  0.81  0.87  0.88  0.69  0.85  0.04  0.57 -0.03  0.02  0.04  0.49 -0.38  0.10 -0.05 -0.12  0.00  0.01  0.00  0.01  0.00  0.00  0.01  0.01  0.02  0.02 -0.06  0.03  0.13 -0.02  0.01  0.01  0.06 -0.03  0.23  0.35 -0.02  0.01  0.02  0.00 -0.02  0.03 -0.01 -0.19 -0.04 -0.26  0.01 -0.05  0.00 -0.21 -0.02 -0.20 -0.03 -0.32  0.01  0.03  0.00 -0.10 -0.13  0.05 
x86:   0.04 -0.29 -0.10  0.10  0.02  0.03  0.09 -0.23  0.06  0.50  0.06 -0.20 -0.17 -0.13 -0.09  0.04  0.30  0.77  0.32 -0.07  0.55 -0.26 -0.38 -0.09  0.79  0.80  0.81  0.42  0.19  0.35  0.28  0.50 -0.01 -0.48 -0.33 -0.46  0.65 -0.41  0.36 -0.16  0.13 -0.55  0.66 -0.35  0.07 -0.29 -0.33  0.02  0.41  0.40  0.45  0.32 -0.23 -0.18  0.00 -0.23  0.09  0.01  0.02  0.04  0.03  0.42  0.41  0.42  0.41 -0.26  0.16 -0.01  0.00  0.12  0.15 -0.04  0.18  0.02 -0.17  0.11 -0.01  0.16  0.17 -0.25 -0.25  0.01 -0.52 -0.21  0.96  0.98  1.00  0.89  0.79  0.86  0.88  0.71  0.84  0.05  0.57 -0.03  0.03  0.05  0.49 -0.40  0.08 -0.07 -0.15  0.02  0.03  0.02  0.03  0.02  0.01  0.02  0.03  0.03  0.03 -0.05  0.04  0.14  0.00  0.02  0.02  0.06 -0.03  0.22  0.36  0.00  0.02  0.03  0.02  0.00  0.05  0.01 -0.17 -0.02 -0.26  0.03 -0.04  0.01 -0.20  0.00 -0.19 -0.01 -0.31  0.03  0.03  0.01 -0.10 -0.12  0.05 
x87:   0.04 -0.22 -0.07  0.05  0.02  0.07  0.03 -0.14  0.01  0.40  0.05 -0.15 -0.15 -0.09 -0.04  0.07  0.23  0.61  0.22 -0.03  0.47 -0.19 -0.30 -0.09  0.65  0.70  0.72  0.32  0.17  0.31  0.20  0.41  0.03 -0.35 -0.27 -0.39  0.63 -0.34  0.24 -0.21  0.21 -0.50  0.63 -0.27  0.09 -0.22 -0.25 -0.03  0.30  0.29  0.34  0.22 -0.22 -0.19  0.04 -0.15  0.11  0.05  0.07  0.09  0.07  0.38  0.36  0.37  0.35 -0.21  0.14 -0.03 -0.02  0.03  0.04 -0.07  0.11  0.03 -0.10  0.05  0.04  0.05  0.10 -0.18 -0.19  0.02 -0.39 -0.15  0.74  0.80  0.89  1.00  0.61  0.68  0.72  0.65  0.66  0.09  0.45 -0.03  0.06  0.07  0.41 -0.39  0.00 -0.11 -0.20  0.05  0.08  0.05  0.07  0.06  0.06  0.05  0.08  0.06  0.05  0.01  0.06  0.16  0.05  0.05  0.06  0.08  0.00  0.17  0.34  0.05  0.05  0.06  0.06  0.04  0.08  0.05 -0.09  0.03 -0.19  0.06  0.01  0.06 -0.13  0.05 -0.11  0.04 -0.21  0.06  0.05  0.06 -0.08 -0.05  0.05 
x88:   0.05 -0.33 -0.05  0.14  0.02 -0.01  0.14 -0.31  0.14  0.50  0.03 -0.25 -0.15 -0.18 -0.24  0.01  0.42  0.81  0.54 -0.17  0.58 -0.42 -0.52 -0.11  0.79  0.71  0.68  0.45  0.21  0.30  0.33  0.50 -0.06 -0.65 -0.47 -0.56  0.54 -0.51  0.57 -0.13 -0.06 -0.56  0.56 -0.36 -0.01 -0.31 -0.35  0.08  0.52  0.51  0.57  0.43 -0.14 -0.05 -0.04 -0.32  0.04 -0.06 -0.04  0.00  0.00  0.36  0.36  0.38  0.37 -0.21  0.12 -0.01  0.02  0.22  0.27  0.02  0.29  0.00 -0.24  0.16 -0.05  0.20  0.27 -0.33 -0.40  0.19 -0.67 -0.32  0.82  0.81  0.79  0.61  1.00  0.96  0.93  0.48  0.95  0.00  0.58 -0.05 -0.02  0.01  0.45 -0.43  0.00 -0.13 -0.16 -0.02 -0.05 -0.02 -0.04 -0.03 -0.04 -0.02 -0.05 -0.03 -0.02 -0.11 -0.01  0.08 -0.08 -0.02 -0.03  0.01 -0.02  0.20  0.27 -0.05 -0.02 -0.03 -0.02 -0.05 -0.01 -0.04 -0.25 -0.07 -0.33 -0.02 -0.10 -0.04 -0.29 -0.05 -0.28 -0.05 -0.35 -0.02  0.02 -0.03 -0.11 -0.24  0.06 
x89:   0.05 -0.35 -0.06  0.19  0.03  0.00  0.15 -0.29  0.13  0.48  0.02 -0.25 -0.18 -0.18 -0.20  0.01  0.40  0.85  0.50 -0.16  0.60 -0.37 -0.50 -0.09  0.83  0.76  0.74  0.48  0.21  0.32  0.34  0.53 -0.05 -0.64 -0.45 -0.55  0.58 -0.49  0.53 -0.13 -0.01 -0.58  0.60 -0.41  0.01 -0.36 -0.40  0.09  0.52  0.51  0.56  0.42 -0.18 -0.09 -0.03 -0.30  0.04 -0.07 -0.06 -0.02 -0.03  0.35  0.35  0.37  0.36 -0.22  0.12 -0.01  0.02  0.23  0.27  0.01  0.31 -0.01 -0.27  0.18 -0.05  0.20  0.30 -0.30 -0.34  0.13 -0.66 -0.30  0.88  0.87  0.86  0.68  0.96  1.00  0.98  0.66  0.99  0.03  0.61  0.01 -0.01  0.01  0.45 -0.41  0.07 -0.09 -0.14 -0.02 -0.03 -0.02 -0.03 -0.02 -0.03 -0.02 -0.03 -0.02 -0.01 -0.10 -0.01  0.08 -0.07 -0.01 -0.02  0.02 -0.01  0.19  0.32 -0.05 -0.01 -0.02 -0.02 -0.04  0.00 -0.03 -0.24 -0.07 -0.32 -0.01 -0.09 -0.03 -0.27 -0.04 -0.27 -0.05 -0.37 -0.01  0.02 -0.02 -0.12 -0.22  0.06 
x90:   0.06 -0.35 -0.07  0.19  0.03  0.01  0.17 -0.28  0.13  0.47  0.03 -0.24 -0.18 -0.16 -0.19  0.02  0.40  0.84  0.48 -0.15  0.61 -0.35 -0.49 -0.08  0.83  0.76  0.74  0.47  0.21  0.32  0.32  0.52 -0.04 -0.62 -0.44 -0.54  0.60 -0.48  0.51 -0.16  0.02 -0.59  0.62 -0.43  0.03 -0.38 -0.41  0.09  0.52  0.50  0.56  0.42 -0.19 -0.10 -0.02 -0.29  0.05 -0.06 -0.05 -0.02 -0.02  0.36  0.36  0.38  0.37 -0.22  0.13  0.00  0.03  0.23  0.27  0.01  0.31 -0.01 -0.27  0.17 -0.03  0.19  0.30 -0.29 -0.31  0.12 -0.66 -0.29  0.88  0.88  0.88  0.72  0.93  0.98  1.00  0.77  0.98  0.06  0.62  0.02  0.01  0.02  0.46 -0.41  0.08 -0.10 -0.15  0.00 -0.02  0.00 -0.01 -0.01 -0.02  0.00 -0.02  0.00  0.00 -0.08  0.00  0.09 -0.05  0.00 -0.01  0.03 -0.01  0.20  0.35 -0.03  0.00  0.00 -0.02 -0.03  0.01 -0.02 -0.22 -0.05 -0.32  0.00 -0.08 -0.02 -0.26 -0.03 -0.27 -0.03 -0.38  0.00  0.03 -0.01 -0.12 -0.20  0.07 
x91:   0.06 -0.26 -0.08  0.19  0.04  0.03  0.16 -0.14  0.06  0.25  0.02 -0.12 -0.15 -0.09 -0.03  0.04  0.22  0.60  0.22 -0.08  0.45 -0.12 -0.26  0.00  0.61  0.57  0.57  0.33  0.14  0.25  0.20  0.37  0.01 -0.36 -0.23 -0.32  0.49 -0.25  0.22 -0.15  0.15 -0.44  0.50 -0.39  0.09 -0.36 -0.38  0.08  0.33  0.30  0.34  0.25 -0.21 -0.14  0.02 -0.14  0.06 -0.04 -0.05 -0.04 -0.05  0.24  0.24  0.24  0.23 -0.18  0.10  0.02  0.04  0.16  0.17 -0.01  0.23 -0.02 -0.22  0.13  0.01  0.11  0.24 -0.12 -0.05 -0.05 -0.40 -0.13  0.68  0.69  0.71  0.65  0.48  0.66  0.77  1.00  0.68  0.14  0.47  0.15  0.05  0.05  0.32 -0.24  0.20 -0.02 -0.07  0.03  0.04  0.03  0.04  0.03  0.03  0.03  0.04  0.04  0.04  0.00  0.02  0.07  0.02  0.03  0.04  0.05  0.01  0.13  0.35  0.01  0.03  0.05  0.00  0.02  0.04  0.02 -0.11  0.00 -0.20  0.03 -0.02  0.02 -0.12  0.01 -0.16  0.00 -0.28  0.03  0.02  0.01 -0.09 -0.07  0.06 
x92:   0.06 -0.35 -0.07  0.18  0.03 -0.01  0.17 -0.27  0.13  0.45  0.00 -0.27 -0.21 -0.21 -0.20  0.00  0.39  0.85  0.50 -0.16  0.59 -0.36 -0.50 -0.08  0.83  0.75  0.73  0.47  0.22  0.33  0.35  0.53 -0.06 -0.65 -0.45 -0.54  0.57 -0.48  0.53 -0.13 -0.03 -0.57  0.59 -0.41 -0.03 -0.37 -0.40  0.10  0.53  0.51  0.56  0.43 -0.18 -0.08 -0.04 -0.30  0.03 -0.09 -0.08 -0.05 -0.05  0.32  0.32  0.34  0.33 -0.19  0.10 -0.02  0.02  0.25  0.27  0.04  0.35 -0.03 -0.31  0.21 -0.05  0.17  0.34 -0.29 -0.29  0.16 -0.65 -0.30  0.86  0.85  0.84  0.66  0.95  0.99  0.98  0.68  1.00  0.03  0.61  0.03 -0.01  0.01  0.42 -0.39  0.09 -0.08 -0.13 -0.02 -0.03 -0.02 -0.03 -0.02 -0.03 -0.02 -0.03 -0.03 -0.02 -0.09 -0.02  0.06 -0.07 -0.02 -0.03  0.01 -0.02  0.16  0.29 -0.05 -0.01 -0.02 -0.03 -0.05 -0.01 -0.03 -0.22 -0.07 -0.32 -0.01 -0.09 -0.03 -0.26 -0.05 -0.27 -0.06 -0.38 -0.02  0.01 -0.03 -0.12 -0.21  0.06 
x93:   0.02 -0.06 -0.06 -0.12  0.01  0.06  0.13  0.24 -0.36  0.14  0.25  0.32  0.31  0.37  0.10  0.06 -0.02 -0.27 -0.30 -0.09 -0.28  0.14  0.43  0.03 -0.24 -0.23 -0.18 -0.13 -0.04 -0.14 -0.07 -0.18  0.09  0.49  0.22  0.24 -0.07  0.44 -0.42 -0.26  0.20  0.04 -0.15  0.13  0.46  0.19  0.16  0.10 -0.40 -0.41 -0.38 -0.38 -0.18 -0.21  0.07  0.39  0.05  0.23  0.25  0.23  0.23  0.31  0.31  0.30  0.30 -0.26  0.27  0.28  0.23  0.02 -0.07  0.23 -0.35  0.33  0.34 -0.32  0.08 -0.22 -0.30  0.23  0.00 -0.07  0.22  0.18  0.02  0.04  0.05  0.09  0.00  0.03  0.06  0.14  0.03  1.00  0.32  0.12  0.04  0.03  0.27 -0.20 -0.24 -0.18 -0.07  0.05  0.09  0.04  0.09  0.07  0.10  0.15  0.09  0.14  0.12  0.16  0.10  0.11  0.17  0.04  0.14  0.13  0.00  0.19  0.09  0.08  0.05  0.14  0.12  0.13  0.09  0.07  0.29  0.07  0.18  0.05  0.33  0.08  0.30  0.09  0.35  0.08  0.15  0.07  0.27  0.08  0.23  0.29  0.03 
x94:   0.05 -0.26 -0.14 -0.01  0.04  0.04  0.24 -0.04 -0.18  0.35  0.32 -0.15 -0.03 -0.09 -0.17  0.05  0.21  0.35  0.25 -0.11  0.06 -0.27 -0.09 -0.19  0.30  0.25  0.27  0.22  0.13  0.08  0.12  0.17  0.01 -0.21 -0.03 -0.11  0.17 -0.09  0.27 -0.20 -0.14 -0.26  0.16 -0.12  0.10 -0.04 -0.09  0.27  0.13  0.10  0.17  0.06 -0.13 -0.10  0.02  0.04  0.08  0.00  0.06  0.11  0.14  0.44  0.47  0.48  0.48 -0.43  0.38  0.28  0.28  0.30  0.27  0.30 -0.07  0.32  0.10 -0.10  0.04 -0.10 -0.05 -0.11 -0.22  0.23 -0.25  0.01  0.57  0.57  0.57  0.45  0.58  0.61  0.62  0.47  0.61  0.32  1.00  0.17  0.03  0.05  0.53 -0.47 -0.21 -0.22 -0.24  0.02  0.05  0.02  0.04  0.03  0.06  0.10  0.05  0.07  0.07  0.01  0.10  0.12  0.07  0.02  0.08  0.09  0.03  0.28  0.23  0.03  0.03  0.08  0.06  0.06  0.06  0.02  0.02  0.03 -0.04  0.03  0.15  0.03  0.00  0.04  0.04  0.03 -0.17  0.05  0.21  0.03  0.03  0.12  0.09 
x95:   0.02 -0.21  0.04  0.33  0.01  0.00 -0.10  0.24 -0.09 -0.21 -0.09 -0.10 -0.08 -0.07  0.18  0.00 -0.02 -0.05 -0.18 -0.15 -0.09  0.25  0.14  0.05 -0.05 -0.04 -0.02 -0.01  0.03  0.01  0.02  0.00  0.02  0.08  0.15  0.22 -0.11  0.21 -0.14  0.04  0.02  0.12 -0.10  0.00  0.12 -0.06 -0.03  0.00 -0.17 -0.18 -0.17 -0.17 -0.11 -0.07  0.04  0.24 -0.01 -0.08 -0.09 -0.10 -0.11 -0.06 -0.06 -0.07 -0.07 -0.01 -0.03 -0.03 -0.06 -0.09 -0.04 -0.10 -0.05 -0.12  0.07 -0.03  0.03 -0.16 -0.07  0.21  0.35 -0.36  0.12  0.16 -0.03 -0.03 -0.03 -0.03 -0.05  0.01  0.02  0.15  0.03  0.12  0.17  1.00  0.02  0.00 -0.02  0.17  0.32  0.21  0.17  0.03  0.09  0.03  0.09  0.02  0.06  0.02  0.09  0.07  0.08  0.11  0.00 -0.08  0.06  0.03  0.07  0.03 -0.02  0.17  0.31  0.01  0.02  0.08 -0.02  0.07  0.06  0.03  0.10  0.00  0.01  0.02  0.10  0.01  0.09  0.01  0.09 -0.01 -0.02  0.02  0.07  0.01  0.05  0.07  0.01 
x96:  -0.05 -0.01  0.00 -0.03 -0.04  0.92 -0.03  0.12 -0.15  0.07  0.06 -0.01  0.03  0.01 -0.01  0.92  0.07 -0.05 -0.04 -0.05 -0.07 -0.02  0.10 -0.04 -0.05 -0.02  0.04 -0.02 -0.01 -0.03 -0.03 -0.04  0.91  0.08  0.04  0.06  0.00  0.08 -0.04 -0.06  0.03 -0.01  0.00  0.09  0.12  0.10  0.09  0.03 -0.15 -0.15 -0.12 -0.14 -0.05 -0.07  0.92  0.19  0.89  0.05  0.06  0.07  0.08  0.11  0.12  0.12  0.12 -0.09  0.10  0.08  0.04 -0.03 -0.01  0.00 -0.15  0.09  0.13 -0.10  0.80 -0.02 -0.15  0.13  0.00 -0.09  0.05  0.09  0.01  0.02  0.03  0.06 -0.02 -0.01  0.01  0.05 -0.01  0.04  0.03  0.02  1.00  0.95  0.11 -0.05 -0.01  0.02 -0.02  0.94  0.16  0.93  0.17  0.83  0.14  0.18  0.16  0.21  0.19  0.22  0.14  0.14  0.24  0.95  0.25  0.22  0.14  0.23  0.36  0.73  0.92  0.22  0.17  0.14  0.15  0.89  0.20  0.78  0.08  0.94  0.28  0.87  0.12  0.88  0.10  0.87  0.06  0.91  0.19  0.75  0.11  0.18 -0.04 
x97:  -0.04 -0.02 -0.01 -0.03 -0.04  0.90 -0.01  0.07 -0.10  0.07  0.06 -0.01  0.01  0.00 -0.01  0.89  0.04 -0.02 -0.02 -0.03 -0.04 -0.02  0.07 -0.03 -0.03  0.00  0.03 -0.01  0.00 -0.01 -0.02 -0.03  0.88  0.05  0.04  0.04  0.00  0.05 -0.02 -0.04  0.01 -0.01  0.00  0.04  0.08  0.06  0.05  0.03 -0.08 -0.09 -0.06 -0.08 -0.05 -0.06  0.88  0.12  0.93  0.03  0.04  0.05  0.06  0.12  0.12  0.12  0.12 -0.09  0.10  0.07  0.05 -0.01  0.00  0.02 -0.11  0.09  0.10 -0.07  0.72 -0.01 -0.11  0.06 -0.01 -0.05  0.03  0.08  0.04  0.04  0.05  0.07  0.01  0.01  0.02  0.05  0.01  0.03  0.05  0.00  0.95  1.00  0.12 -0.05  0.00  0.01 -0.02  0.89  0.10  0.89  0.10  0.80  0.09  0.12  0.10  0.13  0.12  0.12  0.13  0.14  0.17  0.95  0.17  0.16  0.11  0.20  0.29  0.66  0.88  0.14  0.11  0.10  0.10  0.85  0.13  0.73  0.04  0.93  0.21  0.85  0.08  0.83  0.06  0.81  0.03  0.89  0.14  0.74  0.07  0.13 -0.04 
x98:   0.05 -0.24 -0.13 -0.08  0.03  0.14  0.32 -0.09 -0.37  0.60  0.69 -0.05  0.06  0.00 -0.10  0.15  0.27  0.19  0.12 -0.12 -0.06 -0.16  0.12 -0.19  0.16  0.15  0.19  0.16  0.06  0.05  0.07  0.07  0.12  0.00  0.32  0.19  0.07  0.13  0.04 -0.06 -0.13 -0.03  0.04 -0.11  0.24  0.00 -0.06  0.43  0.02 -0.03  0.07  0.01 -0.27 -0.34  0.10  0.13  0.21  0.13  0.19  0.24  0.29  0.91  0.93  0.95  0.96 -0.87  0.86  0.57  0.54  0.38  0.35  0.43 -0.28  0.72  0.32 -0.29  0.10  0.07 -0.25 -0.04 -0.29 -0.04 -0.10  0.19  0.49  0.49  0.49  0.41  0.45  0.45  0.46  0.32  0.42  0.27  0.53 -0.02  0.11  0.12  1.00 -0.49 -0.07 -0.01 -0.14  0.11  0.09  0.10  0.10  0.13  0.10  0.18  0.09  0.19  0.16  0.04  0.28  0.24  0.20  0.10  0.17  0.21 -0.02  0.62  0.38  0.13  0.12  0.19  0.13  0.13  0.12  0.11  0.10  0.10 -0.06  0.12  0.32  0.12  0.09  0.13  0.10  0.13 -0.07  0.15  0.43  0.12  0.07  0.21  0.06 
x99:  -0.01 -0.01  0.15  0.24 -0.01 -0.07 -0.06  0.07  0.13 -0.35 -0.25  0.04 -0.05 -0.03  0.07 -0.08 -0.22 -0.23 -0.17  0.07 -0.12  0.24  0.18  0.07 -0.23 -0.28 -0.30 -0.13 -0.09 -0.05 -0.10 -0.13 -0.04  0.13  0.17  0.23 -0.29  0.14 -0.15  0.35  0.01  0.37 -0.26 -0.05 -0.08 -0.11 -0.08  0.01 -0.07 -0.05 -0.12 -0.02  0.13  0.12 -0.03  0.02 -0.08 -0.17 -0.21 -0.25 -0.26 -0.47 -0.48 -0.48 -0.47  0.32 -0.30 -0.12 -0.11 -0.05  0.01 -0.19  0.19 -0.26 -0.22  0.20 -0.09  0.19  0.15  0.13  0.35 -0.33  0.16  0.09 -0.37 -0.38 -0.40 -0.39 -0.43 -0.41 -0.41 -0.24 -0.39 -0.20 -0.47  0.17 -0.05 -0.05 -0.49  1.00  0.46  0.49  0.75 -0.04 -0.12 -0.04 -0.11 -0.06 -0.12 -0.15 -0.12 -0.15 -0.14 -0.03 -0.12 -0.15 -0.10 -0.04 -0.14 -0.13 -0.07 -0.22 -0.17 -0.09 -0.05 -0.14 -0.14 -0.11 -0.13 -0.04 -0.01 -0.07 -0.07 -0.04 -0.17 -0.06 -0.02 -0.08 -0.12 -0.08 -0.05 -0.07 -0.22 -0.05 -0.06 -0.12 -0.05 
x100:  0.05 -0.22  0.06  0.38  0.02 -0.03 -0.09 -0.03  0.15 -0.15 -0.13 -0.39 -0.57 -0.47  0.36 -0.03  0.10  0.24 -0.20 -0.13  0.24  0.43 -0.03  0.39  0.22  0.21  0.18  0.15  0.02  0.21  0.11  0.23 -0.02 -0.26  0.09  0.12 -0.11  0.01 -0.11  0.27 -0.09  0.11  0.01 -0.26 -0.33 -0.34 -0.30  0.06  0.19  0.17  0.15  0.21 -0.11 -0.08  0.01 -0.13 -0.01 -0.43 -0.48 -0.50 -0.51 -0.23 -0.23 -0.21 -0.20  0.03 -0.08 -0.04 -0.02  0.09  0.13 -0.17  0.54 -0.21 -0.38  0.32 -0.06  0.21  0.51  0.11  0.37 -0.48 -0.15  0.03  0.11  0.10  0.08  0.00  0.00  0.07  0.08  0.20  0.09 -0.24 -0.21  0.32 -0.01  0.00 -0.07  0.46  1.00  0.81  0.66  0.00 -0.04  0.01 -0.03 -0.01 -0.06 -0.10 -0.04 -0.08 -0.08 -0.02 -0.03 -0.08 -0.04  0.00 -0.09 -0.06 -0.08  0.03  0.16 -0.05  0.00 -0.07 -0.11 -0.08 -0.04  0.00 -0.08 -0.07 -0.22  0.00 -0.09 -0.02 -0.12 -0.05 -0.19 -0.07 -0.22 -0.02 -0.06 -0.03 -0.11 -0.15  0.01 
x101:  0.03 -0.10 -0.02  0.20  0.01  0.03 -0.14  0.08 -0.04 -0.14  0.04 -0.44 -0.56 -0.53  0.33  0.03  0.09  0.00 -0.30 -0.16 -0.06  0.42  0.22  0.28 -0.03  0.00  0.00  0.03 -0.03  0.12  0.01  0.06  0.04 -0.07  0.28  0.35 -0.35  0.20 -0.18  0.38 -0.25  0.35 -0.23  0.08 -0.34  0.03  0.06  0.15 -0.08 -0.10 -0.12 -0.03 -0.06 -0.10  0.05  0.09  0.02 -0.39 -0.41 -0.42 -0.40 -0.15 -0.13 -0.11 -0.09 -0.06  0.07  0.13  0.12  0.10  0.10 -0.04  0.29  0.01 -0.13  0.14  0.02  0.15  0.28  0.23  0.30 -0.46  0.07  0.13 -0.04 -0.05 -0.07 -0.11 -0.13 -0.09 -0.10 -0.02 -0.08 -0.18 -0.22  0.21  0.02  0.01 -0.01  0.49  0.81  1.00  0.73  0.04  0.01  0.04  0.01  0.03  0.00  0.00  0.01  0.03  0.02  0.07  0.04 -0.03  0.07  0.02  0.03  0.04 -0.06  0.11  0.07  0.03  0.03  0.03  0.00  0.01  0.01  0.05  0.10  0.02 -0.04  0.04  0.10  0.03  0.08  0.03  0.02  0.02 -0.04  0.04  0.11  0.04  0.04  0.05  0.00 
x102:  0.03 -0.19  0.06  0.19  0.02 -0.03 -0.05  0.00  0.04 -0.16  0.00 -0.20 -0.33 -0.28  0.21 -0.03 -0.04 -0.04 -0.23  0.00 -0.06  0.33  0.20  0.15 -0.06 -0.09 -0.11  0.00 -0.02  0.06 -0.02 -0.01 -0.01  0.01  0.23  0.29 -0.31  0.18 -0.20  0.33 -0.14  0.33 -0.24 -0.01 -0.19 -0.05 -0.02  0.12 -0.04 -0.05 -0.07  0.02  0.01 -0.01  0.01  0.01 -0.02 -0.32 -0.34 -0.35 -0.33 -0.24 -0.23 -0.21 -0.19  0.03 -0.03  0.07  0.07  0.08  0.11 -0.05  0.31 -0.05 -0.18  0.15 -0.05  0.20  0.30  0.16  0.28 -0.34  0.06  0.09 -0.10 -0.12 -0.15 -0.20 -0.16 -0.14 -0.15 -0.07 -0.13 -0.07 -0.24  0.17 -0.02 -0.02 -0.14  0.75  0.66  0.73  1.00 -0.01 -0.08 -0.01 -0.08 -0.02 -0.08 -0.10 -0.08 -0.09 -0.09 -0.01 -0.03 -0.07 -0.03 -0.02 -0.09 -0.06 -0.08 -0.02 -0.05 -0.05 -0.01 -0.09 -0.09 -0.09 -0.07  0.00  0.01 -0.05 -0.10  0.00 -0.03 -0.02  0.02 -0.03 -0.06 -0.05 -0.08 -0.01 -0.01  0.00  0.03 -0.05  0.01 
x103: -0.04  0.01  0.02 -0.02 -0.04  0.96 -0.03  0.14 -0.16  0.04  0.06 -0.01  0.03  0.01 -0.01  0.96  0.07 -0.05 -0.04 -0.05 -0.08 -0.02  0.11 -0.04 -0.05 -0.02  0.03 -0.02 -0.01 -0.03 -0.02 -0.04  0.97  0.09  0.05  0.07 -0.01  0.10 -0.04 -0.05  0.02  0.00 -0.01  0.09  0.12  0.10  0.10  0.04 -0.15 -0.15 -0.13 -0.15 -0.05 -0.08  0.98  0.20  0.89  0.04  0.05  0.06  0.07  0.11  0.11  0.12  0.12 -0.09  0.10  0.09  0.05 -0.02  0.00  0.01 -0.14  0.09  0.12 -0.09  0.88 -0.04 -0.14  0.16  0.02 -0.08  0.05  0.09  0.00  0.00  0.02  0.05 -0.02 -0.02  0.00  0.03 -0.02  0.05  0.02  0.03  0.94  0.89  0.11 -0.04  0.00  0.04 -0.01  1.00  0.23  1.00  0.23  0.92  0.21  0.21  0.23  0.25  0.23  0.29  0.17  0.10  0.30  0.93  0.31  0.22  0.16  0.22  0.35  0.84  0.99  0.26  0.19  0.17  0.21  0.96  0.23  0.78  0.07  0.97  0.29  0.93  0.12  0.93  0.10  0.92  0.05  0.95  0.21  0.84  0.12  0.16 -0.04 
x104:  0.00  0.03  0.02 -0.02  0.03  0.20 -0.11  0.23 -0.21  0.00  0.05 -0.04  0.01  0.00  0.09  0.20  0.16 -0.09 -0.12 -0.10 -0.09  0.06  0.13  0.02 -0.07  0.00  0.06 -0.06  0.01  0.01 -0.01 -0.02  0.20  0.13  0.05  0.08  0.00  0.11 -0.10 -0.09  0.05 -0.01  0.00  0.18  0.15  0.18  0.19 -0.04 -0.27 -0.27 -0.24 -0.28 -0.03 -0.07  0.20  0.28  0.12  0.07  0.09  0.10  0.10  0.10  0.10  0.10  0.10 -0.08  0.09  0.06  0.02 -0.11 -0.10 -0.03 -0.20  0.07  0.19 -0.17  0.24 -0.13 -0.20  0.23  0.02 -0.12  0.09  0.08  0.00  0.01  0.03  0.08 -0.05 -0.03 -0.02  0.04 -0.03  0.09  0.05  0.09  0.16  0.10  0.09 -0.12 -0.04  0.01 -0.08  0.23  1.00  0.23  0.99  0.26  0.89  0.50  1.00  0.63  0.62  0.46  0.23  0.15  0.45  0.21  0.62  0.46  0.06  0.17  0.22  0.40  0.23  0.62  0.41  0.53  0.95  0.20  0.26  0.23  0.15  0.16  0.34  0.19  0.20  0.24  0.22  0.24  0.16  0.19  0.28  0.18  0.14  0.26  0.02 
