Correlation Matrix:

        x0    x1    x2    x3    x4    x5    x6    x7    x8    x9    x10   x11   x12   x13   x14   x15   x16   x17   x18   x19   x20   x21   x22   x23   x24   x25   x26   x27   x28   x29   x30   x31   x32   x33   x34   x35   x36   x37   x38   x39   x40   x41   x42   x43   x44   x45   x46   x47   x48   x49   x50   x51   x52   x53   x54   x55   x56   x57   x58   x59   x60   x61   x62   x63   x64   x65   x66   x67   x68   x69   x70   x71   x72   x73   x74   x75   x76   x77   x78   x79   x80   x81   x82   x83   x84   x85   x86   x87   x88   x89   x90   x91   x92   x93   x94   x95   x96   x97   x98   
 Function 260: X39 = 2179.54 + 8.36 X34 + 0.08 X5 + 0.11 X6, SSR = 1.69E11
 Function 261: X39 = 2180.65 + 8.36 X34 + 0.05 X5 + 0.11 X7, SSR = 1.69E11
 Function 262: X39 = 2179.54 + 8.36 X34 + 0.11 X35 + 0.08 X5, SSR = 1.69E11
 Function 263: X39 = 2180.65 + 8.36 X34 + 0.11 X36 + 0.05 X5, SSR = 1.69E11
 Function 264: X39 = 868.34 + 0.21 X6 + 0.24 X42, SSR = 1.18E11
 Function 265: X39 = 869.90 + 0.13 X7 + 0.24 X42, SSR = 1.18E11
 Function 266: X39 = -4045.74 + 0.07 X34 + 0.37 X41, SSR = 3.80E10
 Function 267: X39 = 868.34 + 0.21 X35 + 0.24 X42, SSR = 1.18E11
 Function 268: X39 = 869.90 + 0.13 X36 + 0.24 X42, SSR = 1.18E11
 Function 269: X39 = 18.05 + 0.60 X40, SSR = 2.50E07
 Function 270: X40 = 3599.52 + 0.18 X4 + 13.93 X5 + 0.14 X6, SSR = 4.69E11
 Function 271: X40 = 3601.30 + 0.18 X4 + 13.93 X5 + 0.09 X7, SSR = 4.69E11
 Function 272: X40 = 3599.52 + 0.18 X35 + 13.93 X4 + 0.14 X5, SSR = 4.69E11
 Function 273: X40 = 3601.30 + 0.18 X4 + 13.93 X36 + 0.09 X5, SSR = 4.69E11
 Function 274: X40 = -6778.63 + 0.12 X4 + 0.61 X41, SSR = 1.06E11
 Function 275: X40 = 3599.52 + 13.93 X34 + 0.14 X5 + 0.18 X6, SSR = 4.69E11
 Function 276: X40 = 3601.30 + 13.93 X34 + 0.09 X5 + 0.18 X7, SSR = 4.69E11
 Function 277: X40 = 3599.52 + 13.93 X34 + 0.18 X35 + 0.14 X5, SSR = 4.69E11
 Function 278: X40 = 3601.30 + 13.93 X34 + 0.18 X36 + 0.09 X5, SSR = 4.69E11
 Function 279: X40 = 1416.45 + 0.35 X6 + 0.40 X42, SSR = 3.29E11
 Function 280: X40 = 1418.83 + 0.21 X7 + 0.40 X42, SSR = 3.29E11
 Function 281: X40 = -6778.63 + 0.12 X34 + 0.61 X41, SSR = 1.06E11
 Function 282: X40 = 1416.45 + 0.35 X35 + 0.40 X42, SSR = 3.29E11
 Function 283: X40 = 1418.83 + 0.21 X36 + 0.40 X42, SSR = 3.29E11
 Function 284: X40 = -29.50 + 1.67 X39, SSR = 6.95E07
 Function 285: X41 = 21184.88 + 22.17 X5 + 0.42 X6, SSR = 1.42E12
 Function 286: X41 = 21188.82 + 22.17 X5 + 0.25 X7, SSR = 1.41E12
 Function 287: X41 = 21184.88 + 22.17 X35 + 0.42 X5, SSR = 1.42E12
 Function 288: X41 = 21188.82 + 22.17 X36 + 0.25 X5, SSR = 1.41E12
 Function 289: X41 = 9740.85 + 0.44 X6 + 0.55 X42, SSR = 1.28E12
 Function 290: X41 = 9742.93 + 0.26 X7 + 0.55 X42, SSR = 1.28E12
 Function 291: X41 = 9740.85 + 0.44 X35 + 0.55 X42, SSR = 1.28E12
 Function 292: X41 = 9742.93 + 0.26 X36 + 0.55 X42, SSR = 1.28E12
 Function 293: X41 = 6734.50 + 2.29 X39, SSR = 3.83E11
 Function 294: X41 = 6774.90 + 1.37 X40, SSR = 3.83E11
 Function 295: X42 = 2.57 + 0.62 X4 + 21.56 X5, SSR = 3.58E12
 Function 296: X42 = -17365.95 + 0.43 X4 + 1.01 X41, SSR = 1.74E12
 Function 297: X42 = 2.57 + 21.56 X34 + 0.62 X5, SSR = 3.58E12
 Function 298: X42 = -17365.95 + 0.43 X34 + 1.01 X41, SSR = 1.74E12
 Function 299: X42 = 621.72 + 3.19 X39, SSR = 1.68E12
 Function 300: X42 = 693.32 + 1.91 X40, SSR = 1.68E12
 Function 301: X43 =  N/A
 Function 302: X44 = 7.80 + 0.00 X21, SSR = 8.93E07
 Function 303: X44 = 38.93 + 0.00 X32, SSR = 3.99E08
 Function 304: X44 = 6.06 + 0.28 X46, SSR = 7.74E07
 Function 305: X44 = 1.18 + 0.81 X48, SSR = 9.89E07
 Function 306: X45 = 4.29 + -13.29 X12, SSR = 3.48E05
 Function 307: X45 = -5.59 + -1.64 X15, SSR = 3.67E05
 Function 308: X45 = 1.17 + 1.17 X20, SSR = 4.94E05
 Function 309: X45 = 0.71 + 1.17 X47, SSR = 1.29E05
 Function 310: X45 = 1.50 + 1.29 X49, SSR = 1.44E05
 Function 311: X45 = 0.72 + 1.07 X53, SSR = 2.87E05
 Function 312: X45 = 0.68 + 1.07 X59, SSR = 2.84E05
 Function 313: X45 = 0.63 + 1.07 X65, SSR = 2.81E05
 Function 314: X45 = 0.77 + 1.07 X71, SSR = 2.91E05
 Function 315: X46 = 25.80 + 0.01 X21, SSR = 1.42E09
 Function 316: X46 = 139.37 + 0.00 X32, SSR = 5.48E09
 Function 317: X46 = 8.01 + 3.35 X44, SSR = 9.42E08
 Function 318: X46 = 15.92 + 2.69 X48, SSR = 2.27E09
 Function 319: X47 = 3.11 + -12.11 X12, SSR = 8.91E04
 Function 320: X47 = -5.89 + -1.50 X15, SSR = 1.05E05
 Function 321: X47 = 1.36 + 0.71 X20 + -1.87 X22, SSR = 2.06E05
 Function 322: X47 = 1.36 + 0.71 X20 + -1.87 X74, SSR = 2.06E05
 Function 323: X47 = 0.27 + -0.94 X22 + 0.66 X45, SSR = 6.92E04
 Function 324: X47 = 0.27 + 0.66 X74 + -0.94 X45, SSR = 6.92E04
 Function 325: X47 = 0.69 + 1.09 X49, SSR = 2.64E04
 Function 326: X47 = -0.06 + 0.94 X53, SSR = 8.07E04
 Function 327: X47 = -0.10 + 0.94 X59, SSR = 7.85E04
 Function 328: X47 = -0.14 + 0.94 X65, SSR = 7.63E04
 Function 329: X47 = -0.02 + 0.94 X71, SSR = 8.31E04
 Function 330: X48 = 17.37 + 0.00 X21, SSR = 1.86E08
 Function 331: X48 = 51.00 + 0.00 X32, SSR = 5.51E08
 Function 332: X48 = 11.55 + 1.11 X44, SSR = 1.35E08
 Function 333: X48 = 19.51 + 0.30 X46, SSR = 2.55E08
 Function 334: X49 = 2.24 + -11.24 X12, SSR = 4.27E04
 Function 335: X49 = -6.12 + -1.39 X15, SSR = 5.65E04
 Function 336: X49 = 0.47 + 0.71 X20 + -1.57 X22, SSR = 1.31E05
 Function 337: X49 = 0.47 + 0.71 X20 + -1.57 X74, SSR = 1.31E05
 Function 338: X49 = -1.44 + -0.83 X22 + 0.00 X38 + 0.51 X45, SSR = 5.04E04
 Function 339: X49 = -1.44 + 0.00 X38 + 0.51 X74 + -0.83 X45, SSR = 5.04E04
 Function 340: X49 = -0.98 + 0.00 X47 + 0.84 X38, SSR = 2.01E04
 Function 341: X49 = -1.42 + 0.00 X53 + 0.77 X38, SSR = 5.78E04
 Function 342: X49 = -1.42 + 0.00 X38 + 0.78 X59, SSR = 5.59E04
 Function 343: X49 = -1.42 + 0.00 X65 + 0.78 X38, SSR = 5.38E04
 Function 344: X49 = -1.41 + 0.00 X38 + 0.77 X71, SSR = 5.96E04
 Function 345: X50 = 45.67 + 0.00 X14, SSR = 1.20E08
 Function 346: X50 = 14.50 + 0.05 X28, SSR = 5.13E07
 Function 347: X50 = 24.72 + 0.03 X29, SSR = 6.61E07
 Function 348: X50 = 18.51 + 0.04 X30, SSR = 5.59E07
 Function 349: X50 = 11.15 + 0.05 X31, SSR = 4.90E07
 Function 350: X50 = 27.24 + 0.17 X52, SSR = 1.27E08
 Function 351: X50 = -3.79 + 0.73 X54, SSR = 4.78E07
 Function 352: X50 = 4.56 + 0.86 X56, SSR = 2.17E06
 Function 353: X50 = 29.88 + 0.15 X58, SSR = 1.28E08
 Function 354: X50 = 0.68 + 0.63 X60, SSR = 4.66E07
 Function 355: X50 = 12.34 + 0.64 X62, SSR = 1.27E07
 Function 356: X50 = 34.18 + 0.11 X64, SSR = 1.31E08
 Function 357: X50 = 8.79 + 0.47 X66, SSR = 5.34E07
 Function 358: X50 = -3.42 + 1.12 X68, SSR = 1.77E06
 Function 359: X50 = 25.14 + 0.19 X70, SSR = 1.29E08
 Function 360: X50 = -6.88 + 0.81 X72, SSR = 5.29E07
 Function 361: X51 = -1.62 + 2.34 X55, SSR = 8.12E04
 Function 362: X51 = -0.00 + 0.95 X57, SSR = 1.03E04
 Function 363: X51 = -1.66 + 2.31 X61, SSR = 8.78E04
 Function 364: X51 = 0.05 + 0.87 X63, SSR = 3.45E04
 Function 365: X51 = -1.52 + 2.20 X67, SSR = 1.09E05
 Function 366: X51 = 0.13 + 1.01 X69, SSR = 9.62E03
 Function 367: X51 = -1.53 + 2.35 X73, SSR = 7.93E04
 Function 368: X52 = 149.60 + 0.00 X14, SSR = 3.36E09
 Function 369: X52 = 11.58 + 0.22 X28, SSR = 2.52E09
 Function 370: X52 = 55.19 + 0.14 X29, SSR = 2.58E09
 Function 371: X52 = 28.43 + 0.19 X30, SSR = 2.51E09
 Function 372: X52 = -2.19 + 0.25 X31, SSR = 2.57E09
 Function 373: X52 = -18.24 + 4.26 X50, SSR = 3.20E09
 Function 374: X52 = -35.59 + 3.11 X54, SSR = 4.02E09
 Function 375: X52 = -2.31 + 3.69 X56, SSR = 3.07E09
 Function 376: X52 = 15.88 + 0.86 X58, SSR = 3.21E07
 Function 377: X52 = -20.40 + 2.71 X60, SSR = 3.84E09
 Function 378: X52 = 26.56 + 2.80 X62, SSR = 3.03E09
 Function 379: X52 = 41.68 + 0.65 X64, SSR = 1.89E08
 Function 380: X52 = 9.52 + 2.07 X66, SSR = 3.73E09
 Function 381: X52 = -29.34 + 4.73 X68, SSR = 3.38E09
 Function 382: X52 = -12.72 + 1.12 X70, SSR = 2.64E07
 Function 383: X52 = -44.92 + 3.43 X72, SSR = 4.26E09
 Function 384: X53 = 3.34 + -12.34 X12, SSR = 6.65E04
 Function 385: X53 = -5.84 + -1.53 X15, SSR = 8.30E04
 Function 386: X53 = 1.68 + 0.67 X20 + -2.01 X22, SSR = 2.14E05
 Function 387: X53 = 1.68 + 0.67 X20 + -2.01 X74, SSR = 2.14E05
 Function 388: X53 = 1.01 + -1.47 X22 + 0.54 X45, SSR = 1.51E05
 Function 389: X53 = 1.01 + 0.54 X74 + -1.47 X45, SSR = 1.51E05
 Function 390: X53 = 0.34 + 0.94 X47, SSR = 8.07E04
 Function 391: X53 = 0.96 + 1.05 X49, SSR = 7.65E04
 Function 392: X53 = -0.03 + 1.00 X59, SSR = 2.37E03
 Function 393: X53 = -0.07 + 0.99 X65, SSR = 5.67E03
 Function 394: X53 = 0.04 + 1.00 X71, SSR = 2.33E03
 Function 395: X54 = 73.56 + 0.00 X14, SSR = 2.56E08
 Function 396: X54 = 34.95 + 0.06 X28, SSR = 1.51E08
 Function 397: X54 = 47.61 + 0.04 X29, SSR = 1.74E08
 Function 398: X54 = 39.92 + 0.05 X30, SSR = 1.58E08
 Function 399: X54 = 30.80 + 0.07 X31, SSR = 1.47E08
 Function 400: X54 = 17.65 + 1.23 X50, SSR = 8.08E07
 Function 401: X54 = 50.94 + 0.21 X52, SSR = 2.71E08
 Function 402: X54 = 23.30 + 1.05 X56, SSR = 8.45E07
 Function 403: X54 = 54.25 + 0.18 X58, SSR = 2.72E08
 Function 404: X54 = 6.65 + 0.86 X60, SSR = 4.53E06
 Function 405: X54 = 32.91 + 0.79 X62, SSR = 1.01E08
 Function 406: X54 = 59.63 + 0.14 X64, SSR = 2.78E08
 Function 407: X54 = 18.41 + 0.64 X66, SSR = 2.66E07
 Function 408: X54 = 13.40 + 1.38 X68, SSR = 8.30E07
 Function 409: X54 = 48.30 + 0.24 X70, SSR = 2.72E08
 Function 410: X54 = -4.75 + 1.12 X72, SSR = 3.68E06
 Function 411: X55 = 1.20 + 0.30 X51, SSR = 1.03E04
 Function 412: X55 = 1.16 + 0.29 X57, SSR = 9.63E03
 Function 413: X55 = 0.05 + 0.96 X61, SSR = 2.93E03
 Function 414: X55 = 1.11 + 0.28 X63, SSR = 9.43E03
 Function 415: X55 = 0.09 + 0.92 X67, SSR = 6.23E03
 Function 416: X55 = 1.24 + 0.30 X69, SSR = 1.11E04
 Function 417: X55 = 0.15 + 0.96 X73, SSR = 2.85E03
 Function 418: X56 = 46.53 + 0.00 X14, SSR = 1.32E08
 Function 419: X56 = 11.30 + 0.06 X28, SSR = 6.29E07
 Function 420: X56 = 22.61 + 0.04 X29, SSR = 7.36E07
 Function 421: X56 = 15.70 + 0.05 X30, SSR = 6.52E07
 Function 422: X56 = 7.66 + 0.06 X31, SSR = 6.35E07
 Function 423: X56 = -4.84 + 1.16 X50, SSR = 2.94E06
 Function 424: X56 = 26.10 + 0.20 X52, SSR = 1.66E08
 Function 425: X56 = -9.20 + 0.85 X54, SSR = 6.77E07
 Function 426: X56 = 28.96 + 0.17 X58, SSR = 1.63E08
 Function 427: X56 = -4.54 + 0.73 X60, SSR = 6.03E07
 Function 428: X56 = 8.48 + 0.75 X62, SSR = 6.00E06
 Function 429: X56 = 33.72 + 0.13 X64, SSR = 1.63E08
 Function 430: X56 = 4.23 + 0.55 X66, SSR = 6.12E07
 Function 431: X56 = -8.36 + 1.30 X68, SSR = 1.06E07
 Function 432: X56 = 23.86 + 0.22 X70, SSR = 1.70E08
 Function 433: X56 = -12.27 + 0.94 X72, SSR = 7.99E07
 Function 434: X57 = 0.16 + 1.01 X51, SSR = 1.10E04
 Function 435: X57 = -1.67 + 2.45 X55, SSR = 8.10E04
 Function 436: X57 = -1.77 + 2.45 X61, SSR = 8.37E04
 Function 437: X57 = -0.01 + 0.93 X63, SSR = 1.80E04
 Function 438: X57 = -1.76 + 2.38 X67, SSR = 9.94E04
 Function 439: X57 = 0.30 + 1.02 X69, SSR = 2.13E04
 Function 440: X57 = -1.53 + 2.45 X73, SSR = 8.19E04
 Function 441: X58 = 151.17 + 0.00 X14, SSR = 4.07E09
 Function 442: X58 = -6.21 + 0.26 X28, SSR = 3.31E09
 Function 443: X58 = 42.69 + 0.17 X29, SSR = 3.25E09
 Function 444: X58 = 12.55 + 0.22 X30, SSR = 3.24E09
 Function 445: X58 = -21.35 + 0.29 X31, SSR = 3.44E09
 Function 446: X58 = -39.02 + 4.96 X50, SSR = 4.35E09
 Function 447: X58 = -17.38 + 1.16 X52, SSR = 4.36E07
 Function 448: X58 = -58.89 + 3.62 X54, SSR = 5.48E09
 Function 449: X58 = -21.90 + 4.31 X56, SSR = 4.10E09
 Function 450: X58 = -42.91 + 3.17 X60, SSR = 5.15E09
 Function 451: X58 = 9.99 + 3.29 X62, SSR = 3.93E09
 Function 452: X58 = 28.64 + 0.76 X64, SSR = 8.93E07
 Function 453: X58 = -10.14 + 2.43 X66, SSR = 4.89E09
 Function 454: X58 = -50.53 + 5.50 X68, SSR = 4.67E09
 Function 455: X58 = -31.10 + 1.31 X70, SSR = 1.58E08
 Function 456: X58 = -68.09 + 3.98 X72, SSR = 5.87E09
 Function 457: X59 = 3.38 + -12.38 X12, SSR = 6.45E04
 Function 458: X59 = -5.83 + -1.53 X15, SSR = 8.12E04
 Function 459: X59 = 1.70 + 0.68 X20 + -2.01 X22, SSR = 2.10E05
 Function 460: X59 = 1.70 + 0.68 X20 + -2.01 X74, SSR = 2.10E05
 Function 461: X59 = 1.04 + -1.48 X22 + 0.54 X45, SSR = 1.50E05
 Function 462: X59 = 1.04 + 0.54 X74 + -1.48 X45, SSR = 1.50E05
 Function 463: X59 = 0.38 + 0.94 X47, SSR = 7.88E04
 Function 464: X59 = 0.99 + 1.05 X49, SSR = 7.40E04
 Function 465: X59 = 0.04 + 1.00 X53, SSR = 2.38E03
 Function 466: X59 = -0.04 + 1.00 X65, SSR = 2.96E03
 Function 467: X59 = 0.08 + 1.00 X71, SSR = 4.53E03
 Function 468: X60 = 75.81 + 0.00 X14, SSR = 2.89E08
 Function 469: X60 = 32.17 + 0.07 X28, SSR = 1.86E08
 Function 470: X60 = 46.15 + 0.04 X29, SSR = 2.01E08
 Function 471: X60 = 37.61 + 0.06 X30, SSR = 1.89E08
 Function 472: X60 = 27.69 + 0.08 X31, SSR = 1.87E08
 Function 473: X60 = 13.01 + 1.43 X50, SSR = 1.07E08
 Function 474: X60 = 50.85 + 0.25 X52, SSR = 3.49E08
 Function 475: X60 = -6.90 + 1.16 X54, SSR = 6.12E06
 Function 476: X60 = 18.96 + 1.23 X56, SSR = 1.02E08
 Function 477: X60 = 54.41 + 0.21 X58, SSR = 3.45E08
 Function 478: X60 = 29.40 + 0.93 X62, SSR = 1.10E08
 Function 479: X60 = 60.33 + 0.16 X64, SSR = 3.46E08
 Function 480: X60 = 12.65 + 0.75 X66, SSR = 1.26E07
 Function 481: X60 = 8.69 + 1.60 X68, SSR = 1.18E08
 Function 482: X60 = 48.05 + 0.28 X70, SSR = 3.56E08
 Function 483: X60 = -11.61 + 1.29 X72, SSR = 2.20E07
 Function 484: X61 = 1.70 + 0.22 X80 + -0.16 X51, SSR = 9.02E03
 Function 485: X61 = 1.70 + 0.22 X83 + -0.16 X51, SSR = 9.14E03
 Function 486: X61 = 0.36 + 0.89 X80 + -0.05 X55, SSR = 2.75E03
 Function 487: X61 = 0.35 + 0.89 X83 + -0.04 X55, SSR = 2.77E03
 Function 488: X61 = 1.60 + 0.23 X80 + -0.14 X57, SSR = 8.43E03
 Function 489: X61 = 1.61 + 0.23 X83 + -0.14 X57, SSR = 8.51E03
 Function 490: X61 = 1.48 + 0.23 X63 + -0.11 X80, SSR = 7.90E03
 Function 491: X61 = 1.49 + 0.23 X63 + -0.11 X83, SSR = 7.89E03
 Function 492: X61 = 0.05 + 0.95 X67, SSR = 3.80E03
 Function 493: X61 = 1.79 + 0.21 X80 + -0.18 X69, SSR = 9.71E03
 Function 494: X61 = 1.80 + 0.21 X83 + -0.18 X69, SSR = 9.87E03
 Function 495: X61 = 0.64 + 0.80 X80 + -0.09 X73, SSR = 4.78E03
 Function 496: X61 = 0.63 + 0.80 X83 + -0.08 X73, SSR = 4.84E03
 Function 497: X62 = 48.43 + 0.00 X14, SSR = 1.67E08
 Function 498: X62 = 4.25 + 0.07 X28, SSR = 1.09E08
 Function 499: X62 = 17.97 + 0.05 X29, SSR = 1.04E08
 Function 500: X62 = 9.51 + 0.06 X30, SSR = 1.03E08
 Function 501: X62 = 0.01 + 0.08 X31, SSR = 1.19E08
 Function 502: X62 = -15.48 + 1.52 X50, SSR = 3.00E07
 Function 503: X62 = 23.59 + 0.26 X52, SSR = 2.85E08
 Function 504: X62 = -21.11 + 1.10 X54, SSR = 1.41E08
 Function 505: X62 = -10.02 + 1.31 X56, SSR = 1.05E07
 Function 506: X62 = 26.94 + 0.23 X58, SSR = 2.72E08
 Function 507: X62 = -16.03 + 0.96 X60, SSR = 1.14E08
 Function 508: X62 = 32.70 + 0.17 X64, SSR = 2.62E08
 Function 509: X62 = -5.79 + 0.74 X66, SSR = 9.46E07
 Function 510: X62 = -19.23 + 1.68 X68, SSR = 5.60E07
 Function 511: X62 = 21.05 + 0.29 X70, SSR = 3.00E08
 Function 512: X62 = -24.12 + 1.21 X72, SSR = 1.75E08
 Function 513: X63 = 0.53 + 1.01 X51, SSR = 4.00E04
 Function 514: X63 = -1.61 + 2.57 X55, SSR = 8.64E04
 Function 515: X63 = 0.30 + 1.01 X57, SSR = 1.96E04
 Function 516: X63 = -1.84 + 2.61 X61, SSR = 8.11E04
 Function 517: X63 = -2.01 + 2.62 X67, SSR = 8.61E04
 Function 518: X63 = 0.73 + 1.00 X69, SSR = 5.89E04
 Function 519: X63 = -1.34 + 2.51 X73, SSR = 9.68E04
 Function 520: X64 = 154.63 + 0.00 X14, SSR = 6.02E09
 Function 521: X64 = -45.30 + 0.35 X28, SSR = 5.69E09
 Function 522: X64 = 15.22 + 0.22 X29, SSR = 5.20E09
 Function 523: X64 = -22.35 + 0.30 X30, SSR = 5.40E09
 Function 524: X64 = -63.46 + 0.39 X31, SSR = 6.05E09
 Function 525: X64 = -84.67 + 6.50 X50, SSR = 7.77E09
 Function 526: X64 = -55.56 + 1.52 X52, SSR = 4.45E08
 Function 527: X64 = -110.10 + 4.74 X54, SSR = 9.74E09
 Function 528: X64 = -64.92 + 5.68 X56, SSR = 7.14E09
 Function 529: X64 = -34.88 + 1.31 X58, SSR = 1.55E08
 Function 530: X64 = -92.35 + 4.17 X60, SSR = 8.98E09
 Function 531: X64 = -26.40 + 4.36 X62, SSR = 6.56E09
 Function 532: X64 = -53.31 + 3.22 X66, SSR = 8.24E09
 Function 533: X64 = -97.09 + 7.17 X68, SSR = 8.48E09
 Function 534: X64 = -71.47 + 1.70 X70, SSR = 8.35E08
 Function 535: X64 = -119.00 + 5.18 X72, SSR = 1.06E10
 Function 536: X65 = 3.43 + -12.43 X12, SSR = 6.21E04
 Function 537: X65 = -5.81 + -1.54 X15, SSR = 7.89E04
 Function 538: X65 = 1.71 + 0.69 X20 + -1.98 X22, SSR = 2.05E05
 Function 539: X65 = 1.71 + 0.69 X20 + -1.98 X74, SSR = 2.05E05
 Function 540: X65 = 1.08 + -1.48 X22 + 0.54 X45, SSR = 1.48E05
 Function 541: X65 = 1.08 + 0.54 X74 + -1.48 X45, SSR = 1.48E05
 Function 542: X65 = 0.42 + 0.95 X47, SSR = 7.69E04
 Function 543: X65 = 1.03 + 1.06 X49, SSR = 7.12E04
 Function 544: X65 = 0.09 + 1.00 X53, SSR = 5.71E03
 Function 545: X65 = 0.05 + 1.00 X59, SSR = 2.98E03
 Function 546: X65 = 0.13 + 1.00 X71, SSR = 9.07E03
 Function 547: X66 = 80.74 + 0.00 X14, SSR = 3.84E08
 Function 548: X66 = 26.06 + 0.09 X28, SSR = 3.08E08
 Function 549: X66 = 42.94 + 0.06 X29, SSR = 2.94E08
 Function 550: X66 = 32.52 + 0.08 X30, SSR = 2.96E08
 Function 551: X66 = 20.87 + 0.10 X31, SSR = 3.26E08
 Function 552: X66 = 2.83 + 1.87 X50, SSR = 2.12E08
 Function 553: X66 = 50.63 + 0.33 X52, SSR = 5.91E08
 Function 554: X66 = -22.06 + 1.51 X54, SSR = 6.26E07
 Function 555: X66 = 9.44 + 1.63 X56, SSR = 1.80E08
 Function 556: X66 = 54.77 + 0.28 X58, SSR = 5.71E08
 Function 557: X66 = -14.61 + 1.31 X60, SSR = 2.19E07
 Function 558: X66 = 21.67 + 1.24 X62, SSR = 1.59E08
 Function 559: X66 = 61.89 + 0.22 X64, SSR = 5.54E08
 Function 560: X66 = -1.66 + 2.08 X68, SSR = 2.55E08
 Function 561: X66 = 47.51 + 0.36 X70, SSR = 6.15E08
 Function 562: X66 = -26.68 + 1.66 X72, SSR = 1.16E08
 Function 563: X67 = 1.94 + 0.19 X80 + -0.20 X51, SSR = 1.04E04
 Function 564: X67 = 1.94 + 0.19 X81 + -0.21 X51, SSR = 1.01E04
 Function 565: X67 = 1.92 + 0.19 X82 + -0.21 X51, SSR = 9.81E03
 Function 566: X67 = 1.92 + 0.19 X51 + -0.19 X83, SSR = 1.07E04
 Function 567: X67 = 0.76 + 0.77 X80 + -0.09 X55, SSR = 5.44E03
 Function 568: X67 = 0.79 + 0.76 X81 + -0.10 X55, SSR = 5.30E03
 Function 569: X67 = 0.80 + 0.75 X82 + -0.11 X55, SSR = 5.13E03
 Function 570: X67 = 0.72 + 0.78 X83 + -0.08 X55, SSR = 5.58E03
 Function 571: X67 = 1.81 + 0.20 X80 + -0.17 X57, SSR = 9.37E03
 Function 572: X67 = 1.82 + 0.20 X81 + -0.18 X57, SSR = 9.11E03
 Function 573: X67 = 1.81 + 0.20 X82 + -0.18 X57, SSR = 8.89E03
 Function 574: X67 = 1.79 + 0.20 X83 + -0.16 X57, SSR = 9.63E03
 Function 575: X67 = 0.49 + 0.85 X81 + -0.06 X61, SSR = 3.46E03
 Function 576: X67 = 0.52 + 0.84 X82 + -0.07 X61, SSR = 3.38E03
 Function 577: X67 = 1.62 + 0.22 X63 + -0.13 X80, SSR = 7.93E03
 Function 578: X67 = 1.63 + 0.22 X63 + -0.14 X81, SSR = 7.80E03
 Function 579: X67 = 1.63 + 0.22 X63 + -0.14 X82, SSR = 7.69E03
 Function 580: X67 = 1.60 + 0.22 X63 + -0.12 X83, SSR = 8.07E03
 Function 581: X67 = 2.03 + 0.17 X80 + -0.22 X69, SSR = 1.12E04
 Function 582: X67 = 2.03 + 0.17 X81 + -0.23 X69, SSR = 1.08E04
 Function 583: X67 = 2.01 + 0.18 X82 + -0.23 X69, SSR = 1.05E04
 Function 584: X67 = 2.03 + 0.18 X83 + -0.21 X69, SSR = 1.16E04
 Function 585: X67 = 0.99 + 0.69 X80 + -0.13 X73, SSR = 6.82E03
 Function 586: X67 = 1.01 + 0.69 X81 + -0.14 X73, SSR = 6.60E03
 Function 587: X67 = 1.02 + 0.68 X82 + -0.15 X73, SSR = 6.36E03
 Function 588: X67 = 0.96 + 0.71 X83 + -0.12 X73, SSR = 7.03E03
 Function 589: X68 = 5.12 + 0.00 X69 + 12.77 X14, SSR = 8.46E07
 Function 590: X68 = 3.16 + 0.04 X69 + 5.29 X28, SSR = 4.28E07
 Function 591: X68 = 5.17 + 0.02 X69 + 7.61 X29, SSR = 5.47E07
 Function 592: X68 = 4.19 + 0.03 X69 + 6.16 X30, SSR = 4.70E07
 Function 593: X68 = 1.97 + 0.04 X31 + 4.64 X69, SSR = 4.00E07
 Function 594: X68 = 2.39 + 0.88 X50 + 0.41 X69, SSR = 1.38E06
 Function 595: X68 = -4.74 + 0.12 X52 + 11.76 X69, SSR = 8.42E07
 Function 596: X68 = -7.73 + 0.60 X69 + 3.47 X54, SSR = 3.73E07
 Function 597: X68 = 4.58 + 0.74 X69 + 1.29 X56, SSR = 5.98E06
 Function 598: X68 = -3.49 + 0.10 X69 + 11.98 X58, SSR = 8.50E07
 Function 599: X68 = -4.62 + 0.51 X69 + 3.87 X60, SSR = 3.91E07
 Function 600: X68 = 6.74 + 0.53 X69 + 3.21 X62, SSR = 1.74E07
 Function 601: X68 = -1.98 + 0.07 X64 + 12.51 X69, SSR = 8.75E07
 Function 602: X68 = -0.97 + 0.37 X66 + 5.26 X69, SSR = 4.70E07
 Function 603: X68 = -6.01 + 11.66 X69 + 0.13 X70, SSR = 8.42E07
 Function 604: X68 = -10.78 + 3.55 X69 + 0.67 X72, SSR = 3.85E07
 Function 605: X69 = 0.04 + 0.91 X51 + 0.00 X68, SSR = 8.46E03
 Function 606: X69 = -1.10 + 1.71 X68 + 0.01 X55, SSR = 5.46E04
 Function 607: X69 = 0.07 + 0.82 X68 + 0.00 X57, SSR = 1.60E04
 Function 608: X69 = -1.05 + 1.63 X68 + 0.01 X61, SSR = 6.00E04
 Function 609: X69 = 0.19 + 0.67 X63 + 0.01 X68, SSR = 3.60E04
 Function 610: X69 = -0.85 + 1.46 X67 + 0.01 X68, SSR = 7.21E04
 Function 611: X69 = -1.06 + 0.01 X68 + 1.74 X73, SSR = 5.30E04
 Function 612: X70 = 148.51 + 0.00 X14, SSR = 2.93E09
 Function 613: X70 = 23.89 + 0.20 X28, SSR = 2.08E09
 Function 614: X70 = 63.84 + 0.13 X29, SSR = 2.21E09
 Function 615: X70 = 39.42 + 0.17 X30, SSR = 2.10E09
